Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
68,65,Rave e Bagaceira,Anderson & Vei da Pisadinha & MARQUINHOS LIMA,4,2087465,-0%,https://www.youtube.com/watch?v=8Mt5VSW6U-w
69,60,Sei Que Tu Gosta Muito,L7NNON & DJ Biel do Furduncinho,5,2023999,-13.6%,https://www.youtube.com/watch?v=yukvofr7fzg
70,68,Saudade e Solidão (En Vivo),Vitor Fernandes,19,1984692,1%,https://www.youtube.com/watch?v=SNbURUnTYCM
71,61,Iphone Branco,Borges & Mainstreet,13,1940783,-12.9%,https://www.youtube.com/watch?v=xv8NrFQqKJ8
72,,Só de Imaginar (Ao Vivo),Mari Fernandez & Zé Vaqueiro,1,1922714,,https://www.youtube.com/watch?v=OnYr3TisCcg
73,62,Vai Malvadin,"Treyce, Mc Izal, SONY NO BEAT & AFONSO NA VOZ",5,1792480,-18.2%,https://www.youtube.com/watch?v=NAnrixK-agg
74,66,Juliet E Chapelão (Ao Vivo),"Dj Chris No Beat, Luan Pereira & Juan Pereira",7,1781819,-11.3%,https://www.youtube.com/watch?v=k893U324R2c
75,84,Unstoppable,Sia,14,1769397,9.9%,https://www.youtube.com/watch?v=YaEG2aWJnZ8
76,72,Aulas e Cursos,DNASTY,4,1769009,-2%,https://www.youtube.com/watch?v=qa2-wpVZt2E
77,77,Não Faz Isso Comigo Não,Tz da Coronel,4,1745305,1.9%,https://www.youtube.com/watch?v=mqsb7MSgY6U
78,69,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",16,1718271,-8.4%,https://www.youtube.com/watch?v=PJqHlzBiZ0A
79,78,Está Tudo Bem (Ao Vivo),Kellen Byanca,3,1709615,0.5%,https://www.youtube.com/watch?v=zP0KRlNPNos
80,,Aposentei o 12 Molas,Mc Kako & DJ WN,1,1708276,,https://www.youtube.com/watch?v=3rdSK5uY6IM
81,64,Insônia 2,"Tribo da Periferia, Hungria Hip-Hop & MC Ryan SP",5,1694875,-20.1%,https://www.youtube.com/watch?v=ra6vuF47hB0
82,85,Idiota (Ao Vivo),Jão,16,1689490,5.2%,https://www.youtube.com/watch?v=r2gppKSvBLE
83,79,Hoje Eu Vou Te Usar,Mari Fernandez & Felipe Amorim,10,1682422,1.1%,https://www.youtube.com/watch?v=_0bDIQgliHg
84,76,ESSÊNCIA DE CRIA (feat. Neo Beats),"MC Cabelinho, Bielzin, Mc Poze do Rodo & Tz da Coronel",20,1679920,-3.4%,https://www.youtube.com/watch?v=hyDElqwFnYI
85,,Do Pior Jeito,Zé Vaqueiro,1,1660581,,https://www.youtube.com/watch?v=0hsBzYhz_4g
86,89,Tá Chorando Por Quê?,Amanda Wanessa,18,1616646,3.6%,https://www.youtube.com/watch?v=xdr1Wg_cgSo
87,81,Gratidão,L7NNON,3,1614642,-2.2%,https://www.youtube.com/watch?v=DQnJGuVMgXU
88,,Diferente das Diferentes,Japãozin & NATTAN,1,1603698,,https://www.youtube.com/watch?v=nQ-xEKZH-T0
89,75,SET Vila Clara Store,"MC Neguinho do Kaxeta, --, MC Lele JP, MC Hariel, --, MC Marks, MC Joãozinho VT & DJ BOY",9,1579382,-9.3%,https://www.youtube.com/watch?v=W3Xhpmix4KQ
90,,Que Rabão,"Anitta, YG, Papatinho, MC Kevin o Chris & Mr. Catra",1,1565649,,https://www.youtube.com/watch?v=-NEYgNY8IXo
91,73,Tudo É Fase (feat. DJ WN & Mc Havi),MC Lele JP,9,1559575,-12.7%,https://www.youtube.com/watch?v=QiXzcQTLIrw
92,86,Coração Gelado 3,"MC Ryan SP, MC Letto, Mc IG, MC Joãozinho VT, DJ BOY, Mc Kako, MC Leozinho ZS & MC V7",20,1539268,-3.8%,https://www.youtube.com/watch?v=2PkxaVyVLpE
93,,Medley Lud Session - Modo Avião / A Tua Voz / 700 Por Hora / Radar / A Música Mais Triste do Ano,Ludmilla & Gloria Groove,21,1531513,,https://www.youtube.com/watch?v=0-mKwNMXETo
94,100,Sitio do Tio Harry (feat. Chiocki),"Sid, NOG & André Nine",3,1485109,3.6%,https://www.youtube.com/watch?v=MczwQBm6c8E
95,87,Cheiro De Problema (Ao Vivo),Zé Neto e Henrique & Diego & Victor Hugo,4,1470339,-6.9%,https://www.youtube.com/watch?v=ZkHSMYIRh0A
96,,Sweater Weather,The Neighbourhood,2,1445841,,https://www.youtube.com/watch?v=GCdwKhTtNNw
97,93,Se Não For Por Amor (Ao Vivo),Amado Batista,5,1443767,-2.9%,https://www.youtube.com/watch?v=4Z8cuCZKR5E
98,90,SAFADEZINHA,Felipe Amorim & Zé Felipe,6,1421496,-7.4%,https://www.youtube.com/watch?v=8XE6HQ8dZYA
99,91,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",19,1411179,-7.2%,https://www.youtube.com/watch?v=6lsOfEHb4C4
100,,Agora Somos Ex,Nenho,2,1405819,,https://www.youtube.com/watch?v=LA-bc9dX4y0
