Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
33,12,Pink Venom,BLACKPINK,3,3157926,-34.6%,https://www.youtube.com/watch?v=gQlMMD8auMs
34,54,A Culpa É Tua Você Falou pra Fulana,Selminho DJ & MC Durrony,3,3155502,28.6%,https://www.youtube.com/watch?v=bj15pZE_63A
35,33,Só de Imaginar (Ao Vivo),Mari Fernandez & Zé Vaqueiro,19,3146142,-3.9%,https://www.youtube.com/watch?v=OnYr3TisCcg
36,36,Molhando O Volante (Live),Jorge & Mateus,38,3078091,0.7%,https://www.youtube.com/watch?v=_SjTFD9qVuE
37,38,"SET MK 2 (feat. MC Joãozinho VT, MC Ryan SP, MC Neguinho do Kaxeta, Mc Kanhoto, MC Don Juan & DJ BOY)","MC Hariel, Mc IG & MC Marks",14,3077754,3.5%,https://www.youtube.com/watch?v=H7yym8n8nLw
38,37,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,7,2975101,-1%,https://www.youtube.com/watch?v=MBg5g2g3okU
39,39,Pode Apostar (Ao Vivo),Mari Fernandez & Xand Avião,17,2968483,1.6%,https://www.youtube.com/watch?v=5EuvLJPOuKo
40,41,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,42,2940509,1.4%,https://www.youtube.com/watch?v=r2ma8WPRppk
41,78,Chá de Chifre,"Marcynho Sensação, Mc Mari & Wesley Safadão",4,2925822,58.3%,https://www.youtube.com/watch?v=8x2QxMZIUH0
42,25,Insônia (Ao Vivo),Ludmilla & Marília Mendonça,2,2897365,-20%,https://www.youtube.com/watch?v=NpRT4arxb_Y
43,,Quem Não Conhece Tá Sem Internet,"MC Marks, DJ BOY & Dj GM",1,2872265,,https://www.youtube.com/watch?v=oc0wsia4b3E
44,35,Melodia Alucinógena,DJ AK BR & Dj Darge,5,2871179,-6.3%,https://www.youtube.com/watch?v=SQ309FXp1KI
45,46,Vampiro,"Matuê, Wiu & Teto",23,2846983,8.1%,https://www.youtube.com/watch?v=TKqa-ZXGKYA
46,51,Não Fosse Tão Tarde,Lou Garcia,5,2790987,12.5%,https://www.youtube.com/watch?v=jd00enZSNFc
47,49,Tu Tava Na Revoada,Wesley Safadão,16,2724661,7%,https://www.youtube.com/watch?v=GmlBAosY3V0
48,48,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",28,2723545,5.3%,https://www.youtube.com/watch?v=VKaLjHZJ-GY
49,47,Fim de Semana no Rio,Teto,24,2686452,2.9%,https://www.youtube.com/watch?v=7AlAYttGnAg
50,44,Perfeito Pra Ficar Sozinho (Ao Vivo),Murilo Huff & Maiara & Maraisa,5,2658017,0.3%,https://www.youtube.com/watch?v=IOuLc9ZhLuQ
51,45,O Fim é Triste (feat. DJ BOY),MC Hariel,12,2646130,0.3%,https://www.youtube.com/watch?v=BZ-9iYlDpXc
52,,Te Love (Ao Vivo),Kevi Jonny,1,2621349,,https://www.youtube.com/watch?v=vBQbH4mA_z0
53,55,Vizão de Cria 2,"Caio Luccas, Dallass, Tz da Coronel, PJ HOUDINI, Thiago Anezzi, NADAMAL, MC Maneirinho & Filipe Ret",6,2616409,6.7%,https://www.youtube.com/watch?v=Sau1_hWFHJE
54,43,Evento Cancelado (Ao Vivo),Henrique & Juliano,5,2603405,-3%,https://www.youtube.com/watch?v=2cdF8Y3J1e4
55,64,Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,14,2579900,17.3%,https://www.youtube.com/watch?v=y3FdInN6n48
56,66,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,7,2498059,16.1%,https://www.youtube.com/watch?v=pPxs52_MVIU
57,57,Virando o Olhinho,Kadu Martins,10,2492942,2.1%,https://www.youtube.com/watch?v=7njueXmgObo
58,42,Incendeia,MC Kevin o Chris,9,2439619,-10.8%,https://www.youtube.com/watch?v=fFeQDbY741I
59,56,Para de Me Assistir (Ao Vivo),Mari Fernandez,12,2422392,-1.2%,https://www.youtube.com/watch?v=n7xMP3Nwr6I
60,50,Under The Influence,Chris Brown,4,2406688,-5.3%,https://www.youtube.com/watch?v=pfxyk1glEq4
61,52,Cigana (Ao Vivo) (feat. Delacruz),Ludmilla,2,2394374,-2.8%,https://www.youtube.com/watch?v=lZ_kegYXFWU
62,62,Another Love,Tom Odell,10,2328045,2.3%,https://www.youtube.com/watch?v=MwpMEbgC7DA
63,65,Festa de Vagabundo,Mc Paiva ZS & Kotim,13,2326345,6.6%,https://www.youtube.com/watch?v=8xxXjzRlcjQ
64,61,Quem Vale Menos (Ao Vivo),Mari Fernandez,19,2300687,-1%,https://www.youtube.com/watch?v=HVJWX1B9_lo
65,69,Deixa Eu Te Superar,Tarcísio do Acordeon,4,2169035,3.2%,https://www.youtube.com/watch?v=4lFYdHFaLxQ
66,68,Falta Você,Thiaguinho,14,2143596,0.2%,https://www.youtube.com/watch?v=Qj-qS4aV0UY
67,76,Bagulho Louco,Mc Paiva ZS,19,2077518,10.5%,https://www.youtube.com/watch?v=
68,85,Agora Somos Ex,Nenho,19,2072562,15.3%,https://www.youtube.com/watch?v=LA-bc9dX4y0
69,86,"Vida Loka, Pt. 1 (Live)",Racionais MC's,15,2045438,14.2%,https://www.youtube.com/watch?v=IL1epaZCTmk
70,81,Na Movimentação (feat. Faixa Rosa),"MC Bruna Alves, MC Livinho & Theus Costa",2,2035959,12.1%,https://www.youtube.com/watch?v=NyFNxqCjCcc
71,,Presepada,Marília Mendonça & Maiara & Maraisa,30,2033323,,https://www.youtube.com/watch?v=MQv__TADEGM
72,73,Apontei pro Céu,"Dj GM, Mc Lipi  & Love Funk",13,2032540,1.9%,https://www.youtube.com/watch?v=PL19VJ13Ttg
73,67,O Chamado,"Chefin, Mc Poze do Rodo & Mainstreet",5,2025817,-5.7%,https://www.youtube.com/watch?v=N9liPvylviE
74,79,Pelado,NATTAN,4,2019039,10.3%,https://www.youtube.com/watch?v=3EtO6VToULk
75,71,Good Vibe,Filipe Ret & Caio Luccas,7,1998338,-3.4%,https://www.youtube.com/watch?v=E4J0bFa4d0U
76,72,7 Meiota,"Filipe Ret, MC Cabelinho & MC Maneirinho",11,1988303,-3.4%,https://www.youtube.com/watch?v=qeFT0_8LIQw
77,77,A Cara do Crime 3 (Brinde à Liberdade),"Mc Poze do Rodo, Orochi, Filipe Ret, Mainstreet & Bielzin",15,1973319,5.1%,https://www.youtube.com/watch?v=3aKrgl3-Unc
78,75,Escolhe o Bandido,"MC CH da Z.O, MC Myres, Danado do Recife, eoo kendy & Deyvinho PL",9,1944080,3.2%,https://www.youtube.com/watch?v=OaAqhlU6VjY
79,70,Mina Sensação,Deavele Santos & Juventude Forrozeira,7,1939957,-6.6%,https://www.youtube.com/watch?v=BedRL-vSSoE
80,84,"OQIGAP? (feat. MC Ryan SP, MC Cebezinho, MC Hariel, MC Rick, Tigre Gurreiro, MC Don Juan, Dj Oreia & Ferrari offG)","Mc IG, Mc Davi & MC Neguinho do Kaxeta",2,1874242,4.2%,https://www.youtube.com/watch?v=Hn6IdUm0V58
81,83,"Let's Let's Go (feat. MC Hariel, Mc Kadu, MC Marks, MC Don Juan, Mc Luki & MC PH)","DJ GBR, Mc IG & MC Ryan SP",15,1842219,2.3%,https://www.youtube.com/watch?v=Fh9lQcV94d4
82,96,Pras Novinha (feat. DJ Pedrin),"MC Livinho, Dj LK da Escócia & DJ Breno",13,1827912,7.8%,https://www.youtube.com/watch?v=vGBJmgZSeRc
83,,Giro Loko,"DJ BOY, MC Joãozinho VT, MC Ryan SP, MC Tuto, Mc Kadu, Mc Kanhoto & MC Magal",1,1801245,,https://www.youtube.com/watch?v=1CIIIv9dfzg
84,87,Bondade de Deus (Ao Vivo),Isaías Saad,3,1778348,-0.7%,https://www.youtube.com/watch?v=mZ9yZYo9Mmk
85,88,Predestinado,Oruam,7,1777414,1.2%,https://www.youtube.com/watch?v=kqPSfz_bCX8
86,,Acordo (Ao Vivo),Henrique & Juliano,23,1736013,,https://www.youtube.com/watch?v=Rr5yQs-s0_0
87,82,Dengo (Ao Vivo),João Gomes,18,1712191,-5.5%,https://www.youtube.com/watch?v=mqYjyQG11GQ
88,,Vem Cá,Pelé MilFlows,21,1704924,,https://www.youtube.com/watch?v=lV2plyhSRBU
89,,As Menina da Pecuária,Ana Castela & Léo & Raphael,3,1690978,,https://www.youtube.com/watch?v=vcS7MXjupgk
90,98,Hotel Caro,Baco Exu do Blues & Luísa Sonza,13,1690263,3.4%,https://www.youtube.com/watch?v=PQrWORayZTc
91,74,"Favela (feat. Love Funk, MC Neguinho do Kaxeta, Mc Kadu & Mc IG)","MC Ryan SP, MC Cebezinho & Mc Paiva ZS",5,1676022,-12.3%,https://www.youtube.com/watch?v=8eYtGcbBkU4
92,,SNAP,La Vid Violin,3,1642531,,https://www.youtube.com/watch?v=Lo4_K4relMg
93,,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,29,1632249,,https://www.youtube.com/watch?v=UDVr3ab3NVM
94,93,Only Love Can Hurt Like This,Paloma Faith,10,1629392,-4.7%,https://www.youtube.com/watch?v=PaKr9gWqwl4
95,,Meu desapego (Ao Vivo),Ludmilla,1,1607352,,https://www.youtube.com/watch?v=hAw6QFzXjOU
96,,Amiga (Ao Vivo),Simone & Simaria,17,1595950,,https://www.youtube.com/watch?v=48s6RGU1dr0
97,91,Sentadinha Diferente,Dyamante DJ  & MC GW,9,1578435,-8.9%,https://www.youtube.com/watch?v=GQ78UQAgLCI
98,,Todo Seu,Jorge & Mateus,13,1572697,,https://www.youtube.com/watch?v=lyHNzNMSZyw
99,95,"Set do G15: A Revoada Começou (feat. MC Ryan SP, MC Menor da VG, JottaPê, Gaab & MC Don Juan)","MC Pedrinho, Mc Davi & MC G15",17,1541634,-9.1%,https://www.youtube.com/watch?v=1vXn6pl40bo
100,,Nosso Plano,Tribo da Periferia,21,1540912,,https://www.youtube.com/watch?v=A2HvRcZlHvg
