Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",5,11552859,8.4%,https://www.youtube.com/watch?v=5fI3cK7iDeg
2,2,Felina,WIU & MC Ryan SP,13,8769454,-2.2%,https://www.youtube.com/watch?v=wFBp_PHXrf4
3,4,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,7,7988712,-2.1%,https://www.youtube.com/watch?v=t050lriI0_w
4,5,Evoque Prata (Sped Up),Lali DJ,7,7914776,-1.7%,https://www.youtube.com/watch?v=B4dmw3CfYtY
5,6,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,13,6740082,0.7%,https://www.youtube.com/watch?v=af8fdbaB8JY
6,8,Pega o Guanabara,Wesley Safadão & Alanzim Coreano,11,6237947,1.6%,https://www.youtube.com/watch?v=uBc1wkTMywM
7,9,"ORUAM"" - SOLDADO DO MARCINHO, BRABÃO DE ALEMÃOZIN BRECHAR PRA MIM [ ÁUDIO COMPLETO ]",Oruam,12,5959495,-1.4%,https://www.youtube.com/watch?v=rALK230exU0
8,7,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,22,5659947,-8.1%,https://www.youtube.com/watch?v=qjxNM9qF3LA
9,10,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,13,5313799,10.8%,https://www.youtube.com/watch?v=J3H--06Xw6g
10,16,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,49,4545285,13.9%,https://www.youtube.com/watch?v=kyfXEMqvLgU
11,13,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",25,4508477,4.1%,https://www.youtube.com/watch?v=8NjXVsLHIg8
12,14,X1,MC Cabelinho & Dallass,39,4295677,1.5%,https://www.youtube.com/watch?v=zgdQsLH7sDw
13,19,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, MC Erik, Mc Pê, MC Vine7 & MC Don Juan",7,4005915,10.2%,https://www.youtube.com/watch?v=BBUdg9S4Ii4
14,12,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,24,3837304,-11.6%,https://www.youtube.com/watch?v=WiNYFwIfg4w
15,18,"Pipoco (feat. Melody, Dj Chris No Beat & Dj Chris No Beat)",Ana Castela,31,3795666,4%,https://www.youtube.com/watch?v=69JAoslGYI8
16,75,Agudo Mágico 3 (feat. Mc Lipivox),"Dj Tg Beats, Dj Aurélio & mc k.k",2,3759771,114.4%,https://www.youtube.com/watch?v=I1eZ6SilA74
17,15,Tubarão Te Amo (feat. Mc Jhenny & MC RF),"Dj LK da Escócia, Tchakabum & MC Ryan SP",10,3744968,-7.5%,https://www.youtube.com/watch?v=tBdx1b40rfU
18,11,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,9,3738404,-16.3%,https://www.youtube.com/watch?v=vdbhKBGbsVM
19,25,Seu Perfil (Ao Vivo),Henrique & Juliano,47,3717613,13.7%,https://www.youtube.com/watch?v=KvAagUxO3OY
20,23,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,38,3677607,7.8%,https://www.youtube.com/watch?v=rTJSWmgbVwA
21,20,Te Love (Ao Vivo),Kevi Jonny,16,3515946,0.4%,https://www.youtube.com/watch?v=vBQbH4mA_z0
22,34,Coração de Gelo,WIU,3,3514211,25.7%,https://www.youtube.com/watch?v=p03BWB5SN4M
23,24,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,35,3447075,4.2%,https://www.youtube.com/watch?v=psdZRggL7cI
24,26,Toma Tapa,MC Jacaré,5,3406381,6.2%,https://www.youtube.com/watch?v=vqHHUeEyEyU
25,21,Giro Loko,"DJ BOY, MC Joãozinho VT, MC Ryan SP, MC Tuto, Mc Kadu, Mc Kanhoto & MC Magal",14,3404900,-1%,https://www.youtube.com/watch?v=1CIIIv9dfzg
26,17,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,24,3370800,-10.9%,https://www.youtube.com/watch?v=hOGuaMazCz8
27,28,Balmain (feat. Caio Passos),Mc Daniel,10,3358748,5.8%,https://www.youtube.com/watch?v=R3EAwjEn0vg
28,29,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,22,3349178,7.2%,https://www.youtube.com/watch?v=MBg5g2g3okU
29,27,Meca Cereja (feat. AMUSIK),"Vulgo FK, MC Cebezinho & KayBlack",7,3343071,4.5%,https://www.youtube.com/watch?v=eI5FkVWz_dI
30,37,Namora Aí,MC Ryan SP & Mc Daniel,2,3227770,22%,https://www.youtube.com/watch?v=4HQect5dM-g
31,33,Esperando Você / Mundo Inteiro (Ao Vivo),João Gomes & Yara Tchê,11,3035598,6.7%,https://www.youtube.com/watch?v=FQgZAj45ojY
32,31,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,22,3028465,3%,https://www.youtube.com/watch?v=pPxs52_MVIU
33,30,NÉ SEGREDO,MC Cabelinho,14,2982897,0.3%,https://www.youtube.com/watch?v=GqLrlHHeww0
34,94,Luz do Luar,Mc Tato & Dj ak beats,2,2949743,104.4%,https://www.youtube.com/watch?v=P5AnIr0_6tw
35,32,Horas Iguais,WIU & Oruam,12,2907238,0.3%,https://www.youtube.com/watch?v=hr_83ZXhmOI
36,40,Assunto Delicado (Ao Vivo),Guilherme & Benuto & Xand Avião,13,2868117,9.2%,https://www.youtube.com/watch?v=OjZNMnmUVT4
37,48,Leão,Marília Mendonça,2,2833881,22.8%,https://www.youtube.com/watch?v=tI55Zu9uZEM
38,,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,1,2699489,,https://www.youtube.com/watch?v=sOgYk0iXNls
39,47,Nois É os Cara,"Mc Paiva ZS, Gabb MC, MC Kadu, Love Funk & MC Lemos",30,2629904,11.1%,https://www.youtube.com/watch?v=wumB0Qs2YT4
40,46,Chá de Chifre,"Marcynho Sensação, Mc Mari & Wesley Safadão",19,2574864,8.7%,https://www.youtube.com/watch?v=8x2QxMZIUH0
41,35,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",29,2512104,-8.8%,https://www.youtube.com/watch?v=NbB6qMA2lts
42,43,Vizão de Cria 2,"Caio Luccas, Dallass, Tz da Coronel, PJ HOUDINI, Thiago Anezzi, NADAMAL, MC Maneirinho & Filipe Ret",21,2457303,0.7%,https://www.youtube.com/watch?v=Sau1_hWFHJE
43,51,Pactos (Ao Vivo),Matheus & Kauan & Jorge & Mateus,9,2413511,10.5%,https://www.youtube.com/watch?v=jPwCxjJqHGw
44,45,Mal Sei Falar de Amor,Raffé & Mainstreet,11,2400394,0.4%,https://www.youtube.com/watch?v=BJa8zgf0cdQ
45,49,Cheiro da Karolina,Luiz Poderoso Chefão,9,2385664,8.8%,https://www.youtube.com/watch?v=9gbWg7EGFEc
46,52,Vaqueira,Eric Land & Iguinho e Lulinha,3,2372885,10.1%,https://www.youtube.com/watch?v=H-Zggz8dKWA
47,,Set Tatuapé Conceito 2,"MC Joãozinho VT, DJ BOY, Dj GM, Mc Kako, MC Ryan SP, MC GP, MC Erik & Dj GM",24,2337789,,https://www.youtube.com/watch?v=nbTAKkjnV_Q
48,38,Another Love,Tom Odell,24,2330347,-11.8%,https://www.youtube.com/watch?v=MwpMEbgC7DA
49,54,Final do Ano,"MC Don Juan, Mc Paiva ZS & DJ Yuri Martins",6,2292477,9.8%,https://www.youtube.com/watch?v=G6lmTPZ_WqM
50,42,Carta pra Deus,"GDM, -- & --",4,2283180,-9%,https://www.youtube.com/watch?v=4jWiihUUvis
51,41,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",14,2264991,-10.7%,https://www.youtube.com/watch?v=69-jnA4QLSM
52,44,Waka Waka (This Time for Africa),Shakira,5,2228497,-7.3%,https://www.youtube.com/watch?v=pRpeEdMmmQ0
53,39,Set Wesley Alemão,"Mc Lipi , MC Paulin da Capital, MC Lemos, Gabb MC, Mc Paiva ZS, MC Lele JP, Mc Piedro & MC Ryan SP",16,2223267,-15.7%,https://www.youtube.com/watch?v=
54,62,Evento Cancelado (Ao Vivo),Henrique & Juliano,20,2178911,15.6%,https://www.youtube.com/watch?v=2cdF8Y3J1e4
55,36,Imprevisto,"Yago Oproprio, Rô Rosa & Skeeter Beats",8,2173582,-19.3%,https://www.youtube.com/watch?v=EbVV9FDxM4c
56,57,Calm Down,Rema & Selena Gomez,3,2164385,6.1%,https://www.youtube.com/watch?v=WcIcVapfqXw
57,53,Unholy (Live),Kim Petras & Sam Smith,13,2125680,1.7%,https://www.youtube.com/watch?v=Uq9gPaIzbe8
58,58,CORAÇÃO CIGANO (Ao Vivo),Luan Santana & Luísa Sonza,20,2120367,4%,https://www.youtube.com/watch?v=Vz4Sb1bl1IE
59,,Parecia Tempestade (feat. MC Danny),SONY NO BEAT & felupe,1,2046271,,https://www.youtube.com/watch?v=vsAPYtF50VI
60,59,Cheiro da Karolina,Luiz Poderoso Chefão,9,2035396,1.9%,https://www.youtube.com/watch?v=9gbWg7EGFEc
