Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Tchuco Nela,MC Rogerinho & Wesley Safadão,5,10170531,3.1%,https://www.youtube.com/watch?v=dEjA3uw5s3I
2,3,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,7,7834712,6.9%,https://www.youtube.com/watch?v=rTJSWmgbVwA
3,2,Balanço Da Rede (Ao Vivo),Matheus Fernandes,10,6966660,-10.4%,https://www.youtube.com/watch?v=vAM1xXdRnH0
4,75,Dengo (Ao Vivo),João Gomes,2,6286918,266.1%,https://www.youtube.com/watch?v=mqYjyQG11GQ
5,6,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",12,6233252,-6.3%,https://www.youtube.com/watch?v=VKaLjHZJ-GY
6,7,Vampiro,"Matuê, Wiu & Teto",7,6052853,-5.6%,https://www.youtube.com/watch?v=TKqa-ZXGKYA
7,8,Fim de Semana no Rio,Teto,8,5983123,-3.8%,https://www.youtube.com/watch?v=7AlAYttGnAg
8,4,No Ouvidinho,Felipe Amorim,8,5853673,-18.8%,https://www.youtube.com/watch?v=eYuI4krrKBM
9,9,Cê Tá Preparada (Ao Vivo),Tayrone & Marília Mendonça,44,5701026,-6.7%,https://www.youtube.com/watch?v=jW7j41mbxXU
10,5,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",7,5676511,-17.8%,https://www.youtube.com/watch?v=273pasBKH18
11,11,Bloqueado (Ao Vivo),Gusttavo Lima,25,5654231,-0.9%,https://www.youtube.com/watch?v=14C28JSO-sg
12,10,Malvada,Zé Felipe,16,5538822,-6.5%,https://www.youtube.com/watch?v=r0mNwyywHIY
13,16,Me Chama de Amor,Treyce & O Tubarão,6,4960082,7.8%,https://www.youtube.com/watch?v=J9AfRmtdqGs
14,12,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,18,4896130,-7.8%,https://www.youtube.com/watch?v=kyfXEMqvLgU
15,13,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",8,4663220,0.7%,https://www.youtube.com/watch?v=b7A98jz4uUA
16,14,A Maior Saudade (Ao Vivo),Henrique & Juliano,37,4461462,-3.4%,https://www.youtube.com/watch?v=6EGg0_l-edc
17,15,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",6,4369606,-5.3%,https://www.youtube.com/watch?v=x4QSi_Eb-c8
18,21,Amiga (Ao Vivo),Simone & Simaria,3,4334043,4.9%,https://www.youtube.com/watch?v=48s6RGU1dr0
19,17,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,24,3955161,-12%,https://www.youtube.com/watch?v=BKDz5kNjkfU
20,18,Gostosinho Tu Cai,Mc Pepeu & DJ Swat,4,3939036,-10.4%,https://www.youtube.com/watch?v=lac3TYlarFM
21,43,Baile da Serra,"Braão, LIT UP & Dj Nattan",2,3897156,36.7%,https://www.youtube.com/watch?v=w7sHsnnQanI
22,24,Seu Perfil (Ao Vivo),Henrique & Juliano,16,3833211,2.5%,https://www.youtube.com/watch?v=KvAagUxO3OY
23,22,Vontade De Morder,Simone & Simaria & Zé Felipe,18,3794738,-5.6%,https://www.youtube.com/watch?v=bgf18kANm_k
24,34,Eu Bem Que Te Avisei,Mc Delux & DJ ABDO,6,3647356,14.8%,https://www.youtube.com/watch?v=76DWwRaztPQ
25,23,Botadinha Saliente,MC Rogerinho,15,3635471,-8.7%,https://www.youtube.com/watch?v=kyjtx28z-bE
26,19,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,15,3503693,-15.8%,https://www.youtube.com/watch?v=I_gwjhvXxzM
27,20,Malvadão 3,Xamã,22,3416348,-17.3%,https://www.youtube.com/watch?v=i9NOkjmBszo
28,32,X1,MC Cabelinho & Dallass,8,3325559,3.5%,https://www.youtube.com/watch?v=zgdQsLH7sDw
29,28,Depende,Dj Guuga,22,3314244,-2.1%,https://www.youtube.com/watch?v=v9geHIUOxeA
30,37,Molhando O Volante (Live),Jorge & Mateus,23,3277751,5.4%,https://www.youtube.com/watch?v=_SjTFD9qVuE
31,26,Simplesmente Ela,Mc Gabzin,9,3272665,-6.7%,https://www.youtube.com/watch?v=K6iRoT8u2xU
32,25,Parada Louca,Mari Fernandez & Marcynho Sensação,27,3263078,-7.1%,https://www.youtube.com/watch?v=SvWQZfEWA0s
33,27,ERRO PLANEJADO (Ao Vivo),Luan Santana & Henrique & Juliano,5,3120844,-8%,https://www.youtube.com/watch?v=apPxQOfh0ek
34,33,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,25,3120070,-2.3%,https://www.youtube.com/watch?v=6MNxuMgg58k
35,29,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",30,3024623,-9.2%,https://www.youtube.com/watch?v=TNIbXs_iNq8
36,30,Deus É o Meu Guia,Chefin Oficial,12,2978070,-9.7%,https://www.youtube.com/watch?v=WrZ6fKelwOU
37,35,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,29,2963089,-6.2%,https://www.youtube.com/watch?v=r2ma8WPRppk
38,31,Assault (Carro Forte),"Orochi, Chefin, Oruam, Borges, Mainstreet & Bielzin",7,2894398,-11.9%,https://www.youtube.com/watch?v=n43oZSY7df0
39,36,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,27,2842682,-9.5%,https://www.youtube.com/watch?v=ey6H_cBy-OQ
40,38,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",51,2725641,-10.1%,https://www.youtube.com/watch?v=2PRAiVs3MVc
41,51,O Poder Dessa Garota,"Mc Gabzin, DJ TAK VADIÃO & dj sv",5,2710854,7.7%,https://www.youtube.com/watch?v=L2_xh-r10OI
42,40,GALOPA,PEDRO SAMPAIO,33,2629049,-11.9%,https://www.youtube.com/watch?v=mo1NcPxKfQU
43,44,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,31,2621444,-6.2%,https://www.youtube.com/watch?v=88_jnJP0OtA
44,,"Set do G15: A Revoada Começou (feat. MC Ryan SP, MC Menor da VG, JottaPê, Gaab & MC Don Juan)","MC Pedrinho, Mc Davi & MC G15",1,2603933,,https://www.youtube.com/watch?v=1vXn6pl40bo
45,50,Quem Vale Menos (Ao Vivo),Mari Fernandez,3,2580436,1.4%,https://www.youtube.com/watch?v=HVJWX1B9_lo
