Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
21,26,MINHA CURA,MC Cabelinho,8,4597159,6%,https://www.youtube.com/watch?v=har3c93pJe0
22,22,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,18,4566958,-3.5%,https://www.youtube.com/watch?v=vdbhKBGbsVM
23,18,Lá Ele,Tierry & Manoel Gomes,7,4454450,-12.6%,https://www.youtube.com/watch?v=_KaA8W_Hov8
24,21,Namora Aí,MC Ryan SP & Mc Daniel,11,4349972,-11%,https://www.youtube.com/watch?v=4HQect5dM-g
25,28,X1,MC Cabelinho & Dallass,48,4143840,8%,https://www.youtube.com/watch?v=zgdQsLH7sDw
26,23,Erro Gostoso (Ao Vivo),Simone Mendes,4,4084196,-10.2%,https://www.youtube.com/watch?v=mr09lDl_Tfk
27,25,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,31,4069721,-7.2%,https://www.youtube.com/watch?v=qjxNM9qF3LA
28,58,Sem Aliança no Dedo,MC Xenon,2,3913904,58%,https://www.youtube.com/watch?v=eOTJtXleRcE
29,27,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,22,3886022,-4.3%,https://www.youtube.com/watch?v=af8fdbaB8JY
30,30,Saudade da Minha Vida (Ao Vivo),Gusttavo Lima,4,3828036,4%,https://www.youtube.com/watch?v=Jm5MCIVwjas
31,46,"Bota na Pipokinha (feat. DJ FELYPINHO 013, DJ Pablo RB & Noguera DJ)",MC Pipokinha,7,3786362,29.9%,https://www.youtube.com/watch?v=vSkW7eHyjFk
32,29,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,22,3784650,-0.6%,https://www.youtube.com/watch?v=J3H--06Xw6g
33,72,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,3,3645072,76%,https://www.youtube.com/watch?v=JFf_IKPC6RM
34,39,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,33,3508100,8.7%,https://www.youtube.com/watch?v=hOGuaMazCz8
35,50,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,32,3409184,23%,https://www.youtube.com/watch?v=WiNYFwIfg4w
36,36,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",22,3400956,-1.3%,https://www.youtube.com/watch?v=69-jnA4QLSM
37,32,Bandido Não Dança (feat. Love Funk),"Mc Paiva ZS, Gabb MC & DJ ALADIN GDB",5,3350469,-4.5%,https://www.youtube.com/watch?v=UR7APKgOprI
38,31,Evoque Prata (Sped Up),Lali DJ,16,3336752,-5%,https://www.youtube.com/watch?v=B4dmw3CfYtY
39,38,FOGO E GASOLINA,"MC Cabelinho, Cyclope Beatz & Mello",10,3287056,0.1%,https://www.youtube.com/watch?v=Kh9fYUUMK9U
40,34,"Pipoco (feat. Melody, Dj Chris No Beat & Dj Chris No Beat)",Ana Castela,40,3282328,-5.3%,https://www.youtube.com/watch?v=69JAoslGYI8
41,48,Giro Loko,"DJ BOY, MC Joãozinho VT, MC Ryan SP, MC Tuto, Mc Kadu, Mc Kanhoto & MC Magal",23,3238750,12.7%,https://www.youtube.com/watch?v=1CIIIv9dfzg
42,40,Cheiro da Karolina,Luiz Poderoso Chefão,18,3181657,-1%,https://www.youtube.com/watch?v=9gbWg7EGFEc
43,24,"Olha, Se você não me ama",Manoel Gomes & Tierry,2,3133279,-29.4%,https://www.youtube.com/watch?v=FbDplUUW8SQ
44,35,Agudo Mágico 3 (feat. Mc Lipivox),"Dj Tg Beats, Dj Aurélio & mc k.k",11,3122575,-9.9%,https://www.youtube.com/watch?v=I1eZ6SilA74
45,56,Love Absurdo,"Mari Fernandez, MC Ryan SP & Mc Daniel",2,3037310,20.5%,https://www.youtube.com/watch?v=c-9KKQX4vwA
46,44,Meca Cereja (feat. AMUSIK),"Vulgo FK, MC Cebezinho & KayBlack",16,3016981,0.3%,https://www.youtube.com/watch?v=eI5FkVWz_dI
47,94,Lovezinho,"Treyce, MC Kevinho & Tainá Costa",2,3013230,91.8%,https://www.youtube.com/watch?v=EnJ-AfEjRo0
48,42,Casa da Árvore (Remix),"Mano dembele, Tinho do Coque, thallyson MC, Milly Explosão, MC CH da Z.O & Salah do Nordeste, seja cria, MC PR & Mc pequeno diamante",6,2988290,-4.2%,https://www.youtube.com/watch?v=Cr7N6s7bhl4
49,47,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,47,2986923,2.6%,https://www.youtube.com/watch?v=rTJSWmgbVwA
50,41,Traumatizei (Ao Vivo Em Brasília),Henrique & Juliano,3,2967390,-7.3%,https://www.youtube.com/watch?v=QxZFjShiXhA
51,55,Balanço Da Rede (Ao Vivo),Matheus Fernandes,39,2877022,12.6%,https://www.youtube.com/watch?v=vAM1xXdRnH0
52,68,Me Atraiu (Ao Vivo),Gabriela Rocha,3,2827750,29%,https://www.youtube.com/watch?v=Z6cONvRUFZQ
53,62,Ai Papai,"Anitta, MC Danny & HITMAKER",11,2479343,3.6%,https://www.youtube.com/watch?v=4fzFfiW3RPM
54,52,DONA DE MIM,Ana Castela,9,2424662,-6.6%,https://www.youtube.com/watch?v=rUW7ev79fTA
55,,Oi Balde (Ao Vivo),Zé Neto & Cristiano,1,2395827,,https://www.youtube.com/watch?v=HK7bSTeQw6U
56,59,Vida Chique (feat. Kaash Paige),Veigh & Supernova Ent,7,2374718,-3.3%,https://www.youtube.com/watch?v=HzVS22rEwzU
57,53,Papo de Agustinho,Oruam & Mainstreet,20,2337134,-8.9%,https://www.youtube.com/watch?v=ysn8Ifdfry4
58,,Carinha de Bebê,Ana Castela & PEDRO SAMPAIO,1,2282622,,https://www.youtube.com/watch?v=cTjrTb4XaR0
59,45,Flowers,Miley Cyrus,6,2246349,-23.8%,https://www.youtube.com/watch?v=G7KNmW9a75Y
60,65,SOLTEIROU (Ao Vivo),Luan Santana,4,2230936,-1.2%,https://www.youtube.com/watch?v=GnoTgMEckDs
61,57,Eu Minto (Ao Vivo),US Agroboy & Ana Castela,4,2179800,-12.5%,https://www.youtube.com/watch?v=E7d9hda5Cws
62,63,Perdoa Por Tudo Vida,"Veigh, Toledo, Supernova Ent & Bvga Beatz",6,2167271,-9.2%,https://www.youtube.com/watch?v=za1IIm-yLbg
63,69,Não Me Esqueço,Mc Tato & Dj Chaves,5,2164393,-0.5%,https://www.youtube.com/watch?v=qYJmwH26jvA
64,54,Cabine Bruta,Luan Pereira & Guilherme & Benuto,3,2129759,-16.7%,https://www.youtube.com/watch?v=dOzuPD67Qh0
65,74,Pactos (Ao Vivo),Matheus & Kauan & Jorge & Mateus,18,2017038,-1.3%,https://www.youtube.com/watch?v=jPwCxjJqHGw
66,86,Não Vitalício (Nunca Mais) [Ao Vivo],Matheus & Kauan & Mari Fernandez,3,2010089,18.3%,https://www.youtube.com/watch?v=OO1nHL70qEE
67,67,5 Regras,Jorge & Mateus,9,2007554,-10.7%,https://www.youtube.com/watch?v=VFWKrXxJEdM
68,84,Vai Soltando Pancadão - Beat do Pica Pau Maluco (feat. MC Tilbita),DJ Santos MEC,3,1997791,14.8%,https://www.youtube.com/watch?v=tyDRlYGSF8U
69,75,Toma Tapa,MC Jacaré,14,1995262,-2.3%,https://www.youtube.com/watch?v=vqHHUeEyEyU
70,,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",32,1973915,,https://www.youtube.com/watch?v=NbB6qMA2lts
71,66,Maciçado,Mc Kako,10,1964653,-12.9%,https://www.youtube.com/watch?v=Em4BVubFQLc
72,61,MAMA.CITA (hasta la vista),Luísa Sonza & Xamã,9,1929013,-21%,https://www.youtube.com/watch?v=RuXFXp4zQlM
73,,Me Disseram (feat. Love Funk),"Mc Lipi , Dj GM & Chefin",1,1911697,,https://www.youtube.com/watch?v=6jIdiTzBSkw
74,70,Alô Inveja (Ao Vivo Em Brasília),Henrique & Juliano,3,1910197,-9.1%,https://www.youtube.com/watch?v=DB6-B_vtwuQ
75,77,Média Boa (Ao Vivo),Felipe e Rodrigo,11,1884961,-3.9%,https://www.youtube.com/watch?v=tZMIKfHMnkU
76,73,Diga pra Mim,Evoney Fernandes,8,1880854,-8.8%,https://www.youtube.com/watch?v=bRgDFUt7Eqk
77,60,Flow Espacial,"Teto, WIU & Matuê",4,1865129,-23.7%,https://www.youtube.com/watch?v=VBJvDgBZEi4
78,92,Coração Amoleceu,MC Don Juan,3,1842237,15.9%,https://www.youtube.com/watch?v=3EhhbOPRSeU
79,76,Calm Down,Rema & Selena Gomez,12,1831248,-9.4%,https://www.youtube.com/watch?v=WcIcVapfqXw
80,71,Esperando Você / Mundo Inteiro (Ao Vivo),João Gomes & Yara Tchê,20,1828579,-11.8%,https://www.youtube.com/watch?v=FQgZAj45ojY
81,85,"Let's Go 3 (feat. MC Ryan SP, MC Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)","DJ GBR, Mc IG & MC Marks",17,1805611,5.1%,https://www.youtube.com/watch?v=sj-pRriVRJI
82,,ENSAIO DAS MARAVILHAS,PEDRO SAMPAIO & Thaysa Maravilha,1,1745561,,https://www.youtube.com/watch?v=a8xV1QH_P18
83,97,Eu To no Jogo (feat. MC Magal),"MC Tuto, MC Joãozinho VT & Mc Kako",3,1743586,11.6%,https://www.youtube.com/watch?v=d_zOeyuZa1o
84,80,Conduta (Ao Vivo),NATTAN & Mari Fernandez,10,1736817,-7.5%,https://www.youtube.com/watch?v=_j02gnLHdNo
85,95,Tubarão Te Amo (feat. Mc Jhenny & MC RF),"Dj LK da Escócia, Tchakabum & MC Ryan SP",19,1707831,9%,https://www.youtube.com/watch?v=tBdx1b40rfU
86,,Santinha (Ao Vivo),Léo Santana,1,1689612,,https://www.youtube.com/watch?v=GBteTh-ft38
87,,Safado,MC Ryan SP & Wesley Safadão,1,1683283,,https://www.youtube.com/watch?v=mfTGSuQp9so
88,83,Boy da Hilux,Yury Pressão & Iguinho & Lulinha,4,1682243,-4.7%,https://www.youtube.com/watch?v=vyxyJIYTabw
89,82,Onlyfans (feat. MC Fahah),"Dj Lg do Sf, DJ Ws da Igrejinha & MC Saci",7,1677812,-5.2%,https://www.youtube.com/watch?v=50f7RJX_naM
90,,Cria Da Ivete (Ao Vivo),Ivete Sangalo,1,1660947,,https://www.youtube.com/watch?v=0NjID2gRBW0
91,78,Tô Livre,Kamylinha santos,5,1636017,-15.7%,https://www.youtube.com/watch?v=5ciGH5POULk
92,64,Bonjour,KayBlack,2,1592991,-33.2%,https://www.youtube.com/watch?v=jQSxSYeFKnE
93,87,Balmain (feat. Caio Passos),Mc Daniel,19,1581223,-5.6%,https://www.youtube.com/watch?v=R3EAwjEn0vg
94,89,Buiu,Pisadinha de Luxo,2,1525086,-6.3%,https://www.youtube.com/watch?v=ug5IBOYCUzQ
95,,Bloody Mary,Lady Gaga,9,1521245,,https://www.youtube.com/watch?v=VFwmKL5OL-Q
96,,Quando Eu Morrer Quero Ser Enterrada de Qu4tro,MC Pipokinha & DJ DS,1,1510167,,https://www.youtube.com/watch?v=7ykupU1p4C8
97,81,X6,MC Hariel,6,1510010,-15.9%,https://www.youtube.com/watch?v=vjfB87h1_Ik
98,,Diga Que Valeu (Ao Vivo),Bell Marques,2,1508865,,https://www.youtube.com/watch?v=Z6yKTRQcfYE
99,100,Quando Apaga A Luz (Ao Vivo),Gustavo Mioto & MC Don Juan,2,1501407,-0.2%,https://www.youtube.com/watch?v=it5bnRGUMPs
100,90,Duas Três,"Guilherme & Benuto, Ana Castela & Adriano Rhod",2,1479691,-8.2%,https://www.youtube.com/watch?v=z4H_Is0Jp4w
