Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
46,50,Casa da Árvore (Remix),"Mano dembele, Tinho do Coque, thallyson MC, Milly Explosão, MC CH da Z.O & Salah do Nordeste, seja cria, MC PR & Mc pequeno diamante",4,2932630,7.1%,https://www.youtube.com/watch?v=Cr7N6s7bhl4
47,46,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,29,2857606,-4.7%,https://www.youtube.com/watch?v=MBg5g2g3okU
48,47,Assunto Delicado (Ao Vivo),Guilherme & Benuto & Xand Avião,20,2820193,-5.9%,https://www.youtube.com/watch?v=OjZNMnmUVT4
49,42,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",32,2793013,-10.4%,https://www.youtube.com/watch?v=8NjXVsLHIg8
50,34,Papo de Agustinho,Oruam & Mainstreet,18,2765228,-21.4%,https://www.youtube.com/watch?v=ysn8Ifdfry4
51,69,Eu Minto (Ao Vivo),US Agroboy & Ana Castela,2,2709576,35.5%,https://www.youtube.com/watch?v=E7d9hda5Cws
52,51,5 Regras,Jorge & Mateus,7,2676835,-1.3%,https://www.youtube.com/watch?v=VFWKrXxJEdM
53,53,Tropa do Mais Novo,"Chefin, Vulgo FK, Mainstreet & Ajaxx",20,2599599,1.3%,https://www.youtube.com/watch?v=Ww056PGMT8Y
54,38,Tô Livre,Kamylinha santos,3,2535977,-22.4%,https://www.youtube.com/watch?v=5ciGH5POULk
55,56,DONA DE MIM,Ana Castela,7,2418522,-1.7%,https://www.youtube.com/watch?v=rUW7ev79fTA
56,55,Ai Papai,"Anitta, MC Danny & HITMAKER",9,2410150,-2.5%,https://www.youtube.com/watch?v=4fzFfiW3RPM
57,,Cabine Bruta,Luan Pereira & Guilherme & Benuto,1,2353771,,https://www.youtube.com/watch?v=dOzuPD67Qh0
58,67,"Bota na Pipokinha (feat. DJ FELYPINHO 013, DJ Pablo RB & Noguera DJ)",MC Pipokinha,5,2301760,13.9%,https://www.youtube.com/watch?v=vSkW7eHyjFk
59,59,Esperando Você / Mundo Inteiro (Ao Vivo),João Gomes & Yara Tchê,18,2280398,2.1%,https://www.youtube.com/watch?v=FQgZAj45ojY
60,57,Pactos (Ao Vivo),Matheus & Kauan & Jorge & Mateus,16,2249622,-2.3%,https://www.youtube.com/watch?v=jPwCxjJqHGw
61,52,Diga pra Mim,Evoney Fernandes,6,2240102,-15.4%,https://www.youtube.com/watch?v=bRgDFUt7Eqk
62,63,Vida Chique (feat. Kaash Paige),Veigh & Supernova Ent,5,2184272,4%,https://www.youtube.com/watch?v=HzVS22rEwzU
63,58,Toma Tapa,MC Jacaré,12,2095769,-7.3%,https://www.youtube.com/watch?v=vqHHUeEyEyU
64,,Evento Cancelado (Ao Vivo),Henrique & Juliano,23,2088437,,https://www.youtube.com/watch?v=2cdF8Y3J1e4
65,65,Maciçado,Mc Kako,8,2076164,-0.4%,https://www.youtube.com/watch?v=Em4BVubFQLc
66,,Se Ele Soubesse (Ao Vivo Em Goiânia / 2022) (feat. Marília Mendonça),Guilherme & Santiago,1,2074736,,https://www.youtube.com/watch?v=vHv9eUdb1DM
67,66,Média Boa (Ao Vivo),Felipe e Rodrigo,9,2059299,1.2%,https://www.youtube.com/watch?v=tZMIKfHMnkU
68,74,Perdoa Por Tudo Vida,"Veigh, Toledo, Supernova Ent & Bvga Beatz",4,2049751,6.9%,https://www.youtube.com/watch?v=za1IIm-yLbg
69,61,Calm Down,Rema & Selena Gomez,10,2033663,-6%,https://www.youtube.com/watch?v=WcIcVapfqXw
70,62,Balmain (feat. Caio Passos),Mc Daniel,17,2007318,-7%,https://www.youtube.com/watch?v=R3EAwjEn0vg
71,81,Não Me Esqueço,Mc Tato & Dj Chaves,3,1941660,11.2%,https://www.youtube.com/watch?v=qYJmwH26jvA
72,71,Conduta (Ao Vivo),NATTAN & Mari Fernandez,8,1880881,-5.2%,https://www.youtube.com/watch?v=_j02gnLHdNo
73,99,SOLTEIROU (Ao Vivo),Luan Santana,2,1809933,28.5%,https://www.youtube.com/watch?v=GnoTgMEckDs
74,,Me Atraiu (Ao Vivo),Gabriela Rocha,1,1725922,,https://www.youtube.com/watch?v=Z6cONvRUFZQ
75,76,"Let's Go 3 (feat. MC Ryan SP, MC Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)","DJ GBR, Mc IG & MC Marks",15,1713244,-6.5%,https://www.youtube.com/watch?v=sj-pRriVRJI
76,89,Unholy (Live),Kim Petras & Sam Smith,20,1710907,7.1%,https://www.youtube.com/watch?v=Uq9gPaIzbe8
77,75,Onlyfans (feat. MC Fahah),"Dj Lg do Sf, DJ Ws da Igrejinha & MC Saci",5,1705103,-10.3%,https://www.youtube.com/watch?v=50f7RJX_naM
78,,Alô Inveja (Ao Vivo Em Brasília),Henrique & Juliano,1,1681319,,https://www.youtube.com/watch?v=DB6-B_vtwuQ
79,80,Boy da Hilux,Yury Pressão & Iguinho & Lulinha,2,1652832,-5.9%,https://www.youtube.com/watch?v=vyxyJIYTabw
80,,Não Vitalício (Nunca Mais) [Ao Vivo],Matheus & Kauan & Mari Fernandez,1,1651115,,https://www.youtube.com/watch?v=OO1nHL70qEE
81,73,Bloody Mary,Lady Gaga,8,1649235,-14.9%,https://www.youtube.com/watch?v=VFwmKL5OL-Q
82,77,"Panamera (feat. MC Joãozinho VT, DJ Koringa MPC & Dj GM)","Mc Kako, MC Tuto & Mc Kanhoto",16,1605214,-10.1%,https://www.youtube.com/watch?v=F00u9GZV_iQ
83,,Vai Soltando Pancadão - Beat do Pica Pau Maluco (feat. MC Tilbita),DJ Santos MEC,1,1592138,,https://www.youtube.com/watch?v=tyDRlYGSF8U
84,86,VALHO NADA,"MC Cabelinho, Vinicin, Amorim, A.R, Palma, Felipe Rosa, Brutos & Bairro 13",10,1584059,-1.9%,https://www.youtube.com/watch?v=5t0J5Yt4eI0
85,95,X6,MC Hariel,4,1573009,5.3%,https://www.youtube.com/watch?v=vjfB87h1_Ik
86,85,NOSSA MÚSICA,MC Cabelinho & Gloria Groove,4,1571672,-4%,https://www.youtube.com/watch?v=iBmrml_5JFk
87,72,Tubarão Te Amo (feat. Mc Jhenny & MC RF),"Dj LK da Escócia, Tchakabum & MC Ryan SP",17,1529969,-21.1%,https://www.youtube.com/watch?v=tBdx1b40rfU
88,,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,1,1523411,,https://www.youtube.com/watch?v=JFf_IKPC6RM
89,,"Pagodeiro (feat. Gabb MC, MC Paulin da Capital & MC Cebezinho)","Mc Davi, Grupo Presença & Mc Paiva ZS",1,1514663,,https://www.youtube.com/watch?v=EiNXdavDKvs
90,83,Sem Coração,Mc Kako & DJ JR No Beat,4,1512496,-8.8%,https://www.youtube.com/watch?v=_13nyyGnnuQ
91,,Eu To no Jogo (feat. MC Magal),"MC Tuto, MC Joãozinho VT & Mc Kako",1,1497515,,https://www.youtube.com/watch?v=d_zOeyuZa1o
92,84,Uma Coisa Nova (Ao Vivo),Maria Marçal,5,1495664,-8.9%,https://www.youtube.com/watch?v=OgH8-5OAQzg
93,68,PLAYGROUND,Vivi,6,1494936,-25.6%,https://www.youtube.com/watch?v=bPf3vNB944o
94,93,Vendedora de Amor,Evoney Fernandes,6,1490675,-4.2%,https://www.youtube.com/watch?v=rVnBsSQYfJI
95,78,Beijo de Glicose (Ao Vivo),Diego & Victor Hugo & Jorge & Mateus,16,1475331,-17.3%,https://www.youtube.com/watch?v=M4gwPKau-ag
96,,Nosso Amor Quer Paz (Ao Vivo) (feat. Marvvila),Péricles,1,1473662,,https://www.youtube.com/watch?v=FP7tSaxPNTA
97,79,Ex dos Meus Sonhos (Ao Vivo),Gusttavo Lima,18,1457958,-17.4%,https://www.youtube.com/watch?v=d7NMHcIecCE
98,82,Mal Sei Falar de Amor,Raffé & Mainstreet,18,1448475,-13.4%,https://www.youtube.com/watch?v=BJa8zgf0cdQ
99,92,Perdoou Nada (Ao Vivo),Israel & Rodolffo & Jorge & Mateus,5,1443485,-8.3%,https://www.youtube.com/watch?v=xEd4vHYLDko
100,,Coração Amoleceu,MC Don Juan,1,1431782,,https://www.youtube.com/watch?v=3EhhbOPRSeU
