Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Malvada,Zé Felipe,2,21185310,9.8%,https://www.youtube.com/watch?v=r0mNwyywHIY
2,2,Malvadão 3,Xamã,8,17063733,-3.7%,https://www.youtube.com/watch?v=i9NOkjmBszo
3,3,Depende,Dj Guuga,8,11911917,8.7%,https://www.youtube.com/watch?v=v9geHIUOxeA
4,4,Vontade De Morder,Simone & Simaria & Zé Felipe,4,11243771,3.4%,https://www.youtube.com/watch?v=bgf18kANm_k
5,6,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,4,9643194,-5.6%,https://www.youtube.com/watch?v=kyfXEMqvLgU
6,7,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,13,9540854,-1.9%,https://www.youtube.com/watch?v=ey6H_cBy-OQ
7,9,Bloqueado (Ao Vivo),Gusttavo Lima,11,9466615,13.5%,https://www.youtube.com/watch?v=14C28JSO-sg
8,5,212,Chefin & Mainstreet,4,9458442,-12.7%,https://www.youtube.com/watch?v=290Q1JFInHE
9,8,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",16,8636187,-2.9%,https://www.youtube.com/watch?v=TNIbXs_iNq8
10,10,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,11,7493304,-6.1%,https://www.youtube.com/watch?v=6MNxuMgg58k
11,14,Cê Tá Preparada (Ao Vivo),Tayrone & Marília Mendonça,30,7247149,5.1%,https://www.youtube.com/watch?v=jW7j41mbxXU
12,11,Parada Louca,Mari Fernandez & Marcynho Sensação,13,7031276,-6.1%,https://www.youtube.com/watch?v=SvWQZfEWA0s
13,13,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,15,6791344,-2%,https://www.youtube.com/watch?v=r2ma8WPRppk
14,15,Cabeça Branca (Live),Tierry,19,6103049,-6.9%,https://www.youtube.com/watch?v=J_jJhHhYW9w
15,16,Presepada,Marília Mendonça & Maiara & Maraisa,15,5827879,-4.6%,https://www.youtube.com/watch?v=MQv__TADEGM
16,18,GALOPA,PEDRO SAMPAIO,19,5722158,3.3%,https://www.youtube.com/watch?v=mo1NcPxKfQU
17,17,INVEJOSO,"Distrito 23, Raffé & Chefin",13,5716603,-5%,https://www.youtube.com/watch?v=79KWwlhbOD8
18,,Botadinha Saliente,MC Rogerinho,1,5078101,,https://www.youtube.com/watch?v=kyjtx28z-bE
19,47,Idiota (Ao Vivo),Jão,4,4619703,53%,https://www.youtube.com/watch?v=r2gppKSvBLE
20,28,ERMINIO FÉLIX 2022 - MALVADÃO 3 - VERSÃO BREGADEIRA - CARNAVAL - PAREDÃO,Mc Reizin,5,4587802,20.7%,https://www.youtube.com/watch?v=fo2iXmnmx0w
21,19,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,10,4577996,-2.6%,https://www.youtube.com/watch?v=BKDz5kNjkfU
22,20,"Tchau Obrigado (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",6,4457355,-3.4%,https://www.youtube.com/watch?v=c7mbGJvX6t4
23,22,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,20,4371330,-1.9%,https://www.youtube.com/watch?v=UDVr3ab3NVM
24,27,Proteção de Tela (Live),Tarcísio do Acordeon,32,4132157,7.7%,https://www.youtube.com/watch?v=edjih_b_NBQ
25,24,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara & Maraisa,17,4096609,-4.5%,https://www.youtube.com/watch?v=I8va_ChEIAI
26,23,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",7,4068151,-7.6%,https://www.youtube.com/watch?v=6lsOfEHb4C4
27,21,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",4,4028053,-11.6%,https://www.youtube.com/watch?v=PJqHlzBiZ0A
28,26,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,17,3799631,-2%,https://www.youtube.com/watch?v=88_jnJP0OtA
29,,ABALO EMOCIONAL (Ao Vivo),Luan Santana,1,3772296,,https://www.youtube.com/watch?v=cPGKKktrObc
30,,Amava Nada (Ao Vivo),Lucas Lucco & Marília Mendonça,1,3753542,,https://www.youtube.com/watch?v=4FaHeREoRUc
31,32,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",37,3739951,3.7%,https://www.youtube.com/watch?v=2PRAiVs3MVc
32,,Juliana bonde  🦜🦜🦜 PERIQUITA 🦜🦜  ( clip oficial ) 4k,Juliana Bonde,1,3697288,,https://www.youtube.com/watch?v=UDGZ1PesO1A
33,25,Baby Me Atende,Matheus Fernandes & Dilsinho,46,3663167,-7.2%,https://www.youtube.com/watch?v=qMEsx__88Gk
34,29,Revoada No Colchão,Zé Felipe & Marcynho Sensação,22,3646658,-2.4%,https://www.youtube.com/watch?v=0jnZreO4Dvs
35,39,A Maior Saudade (Ao Vivo),Henrique & Juliano,23,3584786,9.3%,https://www.youtube.com/watch?v=6EGg0_l-edc
36,31,Anota Aí,Mc Lipi ,8,3548636,-2.3%,https://www.youtube.com/watch?v=OXFN3ZMgaVk
