Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Bandido,Zé Felipe & Mc Mari,2,15381537,6.9%,https://www.youtube.com/watch?v=YxGYumo6tpU
2,2,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,13,9381651,0.2%,https://www.youtube.com/watch?v=rTJSWmgbVwA
3,4,Tchuco Nela,MC Rogerinho & Wesley Safadão,11,8374372,3.4%,https://www.youtube.com/watch?v=dEjA3uw5s3I
4,3,Balanço Da Rede (Ao Vivo),Matheus Fernandes,16,7843527,-12%,https://www.youtube.com/watch?v=vAM1xXdRnH0
5,6,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",14,7500897,1%,https://www.youtube.com/watch?v=b7A98jz4uUA
6,5,Tu Tava Na Revoada,Wesley Safadão,6,6877326,-9.7%,https://www.youtube.com/watch?v=GmlBAosY3V0
7,9,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,10,6761764,18.4%,https://www.youtube.com/watch?v=psdZRggL7cI
8,44,Baile no Morro,MC Tairon & Mc Vitin da Igrejinha,2,6620445,118.7%,https://www.youtube.com/watch?v=4zhowmwBCuw
9,7,Cê Tá Preparada (Ao Vivo),Tayrone & Marília Mendonça,50,6217277,0.9%,https://www.youtube.com/watch?v=jW7j41mbxXU
10,19,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,21,5792809,19%,https://www.youtube.com/watch?v=I_gwjhvXxzM
11,32,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",4,5394583,48.9%,https://www.youtube.com/watch?v=NbB6qMA2lts
12,14,Me Chama de Amor,Treyce & O Tubarão,12,5350945,4.3%,https://www.youtube.com/watch?v=J9AfRmtdqGs
13,10,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",18,5249016,-4.9%,https://www.youtube.com/watch?v=VKaLjHZJ-GY
14,11,Bloqueado (Ao Vivo),Gusttavo Lima,31,5221765,-5.1%,https://www.youtube.com/watch?v=14C28JSO-sg
15,8,Malvada,Zé Felipe,22,5183655,-14.8%,https://www.youtube.com/watch?v=r0mNwyywHIY
16,21,"Pipoco (feat. Melody, Dj Chris No Beat & Dj Chris No Beat)",Ana Castela,6,5166477,7.1%,https://www.youtube.com/watch?v=69JAoslGYI8
17,17,Dengo (Ao Vivo),João Gomes,8,4980995,0%,https://www.youtube.com/watch?v=mqYjyQG11GQ
18,18,Intuição (Ao Vivo),Mari Fernandez,8,4970269,1%,https://www.youtube.com/watch?v=rfkXgby-xn0
19,65,Pras Novinha (feat. DJ Pedrin),"MC Livinho, Dj LK da Escócia & DJ Breno",3,4955656,110.6%,https://www.youtube.com/watch?v=vGBJmgZSeRc
20,31,O Poder Dessa Garota,"Mc Gabzin, DJ TAK VADIÃO & dj sv",11,4882663,27.7%,https://www.youtube.com/watch?v=L2_xh-r10OI
21,13,Vampiro,"Matuê, Wiu & Teto",13,4863968,-5.4%,https://www.youtube.com/watch?v=TKqa-ZXGKYA
22,15,A Maior Saudade (Ao Vivo),Henrique & Juliano,43,4811357,-5.9%,https://www.youtube.com/watch?v=6EGg0_l-edc
23,24,X1,MC Cabelinho & Dallass,14,4808266,5.3%,https://www.youtube.com/watch?v=zgdQsLH7sDw
24,12,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",13,4708161,-10.1%,https://www.youtube.com/watch?v=273pasBKH18
25,20,Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,4,4558056,-6%,https://www.youtube.com/watch?v=y3FdInN6n48
26,23,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,24,4545574,-3.5%,https://www.youtube.com/watch?v=kyfXEMqvLgU
27,16,No Ouvidinho,Felipe Amorim,14,4423703,-12.5%,https://www.youtube.com/watch?v=eYuI4krrKBM
