Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
27,25,"Oi, Como Ce Tá？",Vulgo FK,3,4234433,-10.6%,https://www.youtube.com/watch?v=K4n7zRoKmPc
28,28,INVEJOSO,"Distrito 23, Raffé & Chefin",17,4200342,-9.8%,https://www.youtube.com/watch?v=79KWwlhbOD8
29,31,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,5,4108684,-5.6%,https://www.youtube.com/watch?v=CJdhWgebwqA
30,20,Baby Me Atende,Matheus Fernandes & Dilsinho,50,3721815,-39.1%,https://www.youtube.com/watch?v=qMEsx__88Gk
31,61,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",2,3602394,28.8%,https://www.youtube.com/watch?v=VKaLjHZJ-GY
32,29,Arranhão (Ao Vivo),Henrique & Juliano,31,3507986,-22.7%,https://www.youtube.com/watch?v=2_xBCeBmaS8
33,27,Desbloqueado (Ao Vivo),Diego & Victor Hugo,27,3486071,-25.2%,https://www.youtube.com/watch?v=eJO62WkGzcU
34,38,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",41,3420432,-9.8%,https://www.youtube.com/watch?v=2PRAiVs3MVc
35,39,"Tchau Obrigado (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",10,3401858,-9.2%,https://www.youtube.com/watch?v=c7mbGJvX6t4
36,41,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,24,3372201,-5.7%,https://www.youtube.com/watch?v=UDVr3ab3NVM
37,40,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,21,3240586,-12.5%,https://www.youtube.com/watch?v=88_jnJP0OtA
38,43,Anota Aí,Mc Lipi ,12,3210051,-8.9%,https://www.youtube.com/watch?v=OXFN3ZMgaVk
39,46,Maldivas,Ludmilla,6,3184446,-7.2%,https://www.youtube.com/watch?v=VsIp4-vnqlw
40,35,Revoada No Colchão,Zé Felipe & Marcynho Sensação,26,3145796,-22.9%,https://www.youtube.com/watch?v=0jnZreO4Dvs
41,57,Seu Perfil (Ao Vivo),Henrique & Juliano,6,3076785,6%,https://www.youtube.com/watch?v=KvAagUxO3OY
42,45,ANACONDA *o* ~~~,Luísa Sonza & Mariah Angeliq ,13,3031521,-13.7%,https://www.youtube.com/watch?v=iLTR0UyG2Yo
43,,Alívio,Jessé Aguiar,41,2995969,,https://www.youtube.com/watch?v=JgLFoArntlI
44,36,Proteção de Tela (Live),Tarcísio do Acordeon,36,2983643,-26.2%,https://www.youtube.com/watch?v=edjih_b_NBQ
45,54,A QUEDA,Gloria Groove,21,2932724,-3.4%,https://www.youtube.com/watch?v=BpxrvcYDnf4
46,50,Ficha Limpa (Ao Vivo),Gusttavo Lima,39,2889589,-11.5%,https://www.youtube.com/watch?v=_7DKuv_xsuY
47,47,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",8,2864515,-14.9%,https://www.youtube.com/watch?v=PJqHlzBiZ0A
48,48,Esqueça-Me Se For Capaz,Marília Mendonça & Maiara & Maraisa,21,2855608,-14.8%,https://www.youtube.com/watch?v=I8va_ChEIAI
49,,We Don't Talk About Bruno,"La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast",1,2808825,,https://www.youtube.com/watch?v=bvWRMAU6V-c
50,51,Socadona (feat. Mr. Vegas),"Ludmilla, Mariah Angeliq  & Topo La Mascara",6,2758832,-13.6%,https://www.youtube.com/watch?v=15wVHmz_Aag
51,55,Iphone Branco,Borges & Mainstreet,5,2706616,-7%,https://www.youtube.com/watch?v=xv8NrFQqKJ8
52,37,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,4,2673706,-32.2%,https://www.youtube.com/watch?v=5qHJ6bSyPKY
53,49,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",11,2627864,-20.9%,https://www.youtube.com/watch?v=6lsOfEHb4C4
54,52,NO CHÃO NOVINHA,Anitta & PEDRO SAMPAIO,13,2627194,-16%,https://www.youtube.com/watch?v=ls74YCwYB4k
55,64,Surface Pressure,Jessica Darrow,3,2610615,-3.2%,https://www.youtube.com/watch?v=tQwVKr8rCYw
56,,Envolver,Anitta,7,2538993,,https://www.youtube.com/watch?v=hFCjGiawJi4
57,69,ABALO EMOCIONAL (Ao Vivo),Luan Santana,5,2524890,-0.7%,https://www.youtube.com/watch?v=cPGKKktrObc
58,44,Acordo (Ao Vivo),Henrique & Juliano,20,2365480,-32.8%,https://www.youtube.com/watch?v=Rr5yQs-s0_0
59,59,Idiota (Ao Vivo),Jão,8,2358078,-16.8%,https://www.youtube.com/watch?v=r2gppKSvBLE
60,60,Terra Prometida (feat. Mainstreet),"Oruam, Zack Vox & Marcin",7,2329166,-17.7%,https://www.youtube.com/watch?v=yvHbajFWOQE
61,72,Unstoppable,Sia,6,2308941,-0.7%,https://www.youtube.com/watch?v=YaEG2aWJnZ8
62,70,LEILÃO,Gloria Groove,15,2292064,-7.3%,https://www.youtube.com/watch?v=X7cz9v6mHzg
63,67,ESSÊNCIA DE CRIA (feat. Neo Beats),"MC Cabelinho, Bielzin, Mc Poze do Rodo & Tz da Coronel",12,2259363,-13.7%,https://www.youtube.com/watch?v=hyDElqwFnYI
64,68,Coração Gelado 3,"MC Ryan SP, MC Letto, Mc IG, MC Joãozinho VT, DJ BOY, Mc Kako, MC Leozinho ZS & MC V7",12,2178839,-14.6%,https://www.youtube.com/watch?v=2PkxaVyVLpE
65,62,ONDA DO BERIMBAU,dj eduardo da favela do pó & MC Menor MT,11,2098403,-22.3%,https://www.youtube.com/watch?v=uiF6lbyVS-4
66,76,Amava Nada (Ao Vivo),Lucas Lucco & Marília Mendonça,5,1985117,-9.8%,https://www.youtube.com/watch?v=4FaHeREoRUc
67,,"Jacaré no Peito (feat. MC Lemos, MC Leozinho ZS & Oldilla)","Mc Paiva ZS, MC Ryan SP & Gabb MC",1,1952497,,https://www.youtube.com/watch?v=7m1XTCMgBZ8
68,74,Quebradas,"MC Paulin da Capital, Mc Lipi , Dj GM & MC Cabelinho",14,1949421,-11.9%,https://www.youtube.com/watch?v=ENHwrVK0wn8
69,71,Passando o Rodo (feat. Lara Silva),"POCAH, MC Mirella & Tainá Costa",14,1948074,-20.3%,https://www.youtube.com/watch?v=IEDv84S-gqw
70,85,Sem Dó,Matuê & L7NNON,10,1924919,1.9%,https://www.youtube.com/watch?v=G-zyOLsfEBQ
71,78,Cruzeiro da Revoada,Hungria Hip-Hop & MC Ryan SP,13,1920373,-9.2%,https://www.youtube.com/watch?v=kezf4Fo7B9M
72,75,Saudade e Solidão (En Vivo),Vitor Fernandes,11,1861597,-15.6%,https://www.youtube.com/watch?v=SNbURUnTYCM
73,82,Enemy (feat. JID),Imagine Dragons,17,1784103,-10.5%,https://www.youtube.com/watch?v=D9G1VOjN_84
74,83,Ela me Falou Que Quer Rave,"MC LEVIN, DJ Nikolas Alves Exclusive, Dj Kaioken & Dj Gege",20,1777134,-10.7%,https://www.youtube.com/watch?v=
75,100,Mais um Favelado,"Dj GM, Mc Lipi , MC Lele JP, MC Lemos & MC Liro",11,1752900,5.1%,https://www.youtube.com/watch?v=txqvRehMqRg
76,89,Sigo na Fé do Pai,"Bielzin, Mc Poze do Rodo, MC Ryan SP & Salvador da Rima",3,1732888,-5.5%,https://www.youtube.com/watch?v=76_J1jZLp5s
77,,SET Vila Clara Store,"MC Neguinho do Kaxeta, --, MC Lele JP, MC Hariel, --, MC Marks, MC Joãozinho VT & DJ BOY",1,1655591,,https://www.youtube.com/watch?v=W3Xhpmix4KQ
78,92,Chá De Casa Nova (Ao Vivo),Henrique & Juliano,13,1649515,-8.3%,https://www.youtube.com/watch?v=9Et53l5l-FE
79,77,ESSE É LADRÃO,DJ BRUNIN DA NT & MC Topre,7,1648701,-22.5%,https://www.youtube.com/watch?v=4Y7c0DIdG3A
80,,Amor e Amor,Gaab & Mc Davi,2,1644588,,https://www.youtube.com/watch?v=tk0AT9vQiys
81,,Tudo É Fase (feat. DJ WN & Mc Havi),MC Lele JP,1,1638233,,https://www.youtube.com/watch?v=QiXzcQTLIrw
82,,F* F* M*,Filipe Ret,18,1635461,,https://www.youtube.com/watch?v=0hV9qYJ3IHQ
83,79,"MT Eu Fiquei Com Uma Puta, Uma Puta Vontade VS Beat Serie Gold",Dj menor do sb,8,1631311,-21.2%,https://www.youtube.com/watch?v=UL7-YIS_R4Y
84,80,All Of You (Karaoke),Sing King,3,1623323,-20.2%,https://www.youtube.com/watch?v=may3tfKtNWg
85,,Universo Conspirou (Ao Vivo),Henrique & Juliano,8,1617290,,https://www.youtube.com/watch?v=FpsTsW408s4
86,87,MALDITA PERIGOSA,DJ VILÃO & MC Scar,11,1592570,-15.3%,https://www.youtube.com/watch?v=Amf8JCOKCUA
87,97,Uma Ex (Ao Vivo),Murilo Huff & Jorge,20,1581077,-5.9%,https://www.youtube.com/watch?v=veKig4zrOFs
88,95,Eu Já Tava Bem (Ao Vivo),Wesley Safadão,13,1579362,-7.2%,https://www.youtube.com/watch?v=XpNWBVtXFsI
89,,Easy On Me,Adele,13,1574235,,https://www.youtube.com/watch?v=X-yIEMduRXk
90,,Mágico do Som,MC WM & MC Lan,1,1544796,,https://www.youtube.com/watch?v=CdMYTT8YCls
91,99,Novinha Malada do Insta,Mc Josh,8,1511875,-9.7%,https://www.youtube.com/watch?v=yscpKRgaQdE
92,73,Imagina a Sentada (Ao Vivo),Matheus & Kauan,2,1511195,-31.9%,https://www.youtube.com/watch?v=hnezG_moEEQ
93,,Incrivel Jogando a Potranca,Mc Gabzin & DJ Swat,2,1452675,,https://www.youtube.com/watch?v=H7Ou8HPU3Ko
94,42,Ainda Te Amo (Ao Vivo),Calcinha Preta,3,1430285,-59.8%,https://www.youtube.com/watch?v=bNUEsNRjQkc
95,,Sweater Weather,The Neighbourhood,1,1428279,,https://www.youtube.com/watch?v=GCdwKhTtNNw
96,,Bam Bam (feat. Ed Sheeran),Camila Cabello,1,1422974,,https://www.youtube.com/watch?v=-8VfKZCOo_I
97,,Passar de Foguetão 2 (Ao vivo),"MC Don Juan, MC Hariel & MC Ryan SP",16,1417987,,https://www.youtube.com/watch?v=GBXt9oB407c
98,,Pois É,"Oldilla, MC Lemos, Mc Kadu, MC GP, Mc Paiva ZS & Mc Dena",1,1412849,,https://www.youtube.com/watch?v=SuKn9lbCHRc
99,,I Don't Want To Talk About It (Live) (feat. Amy Belle),Rod Stewart,2,1394502,,https://www.youtube.com/watch?v=w46bWxS9IjY
100,,Tá Chorando Por Quê?,Amanda Wanessa,11,1380568,,https://www.youtube.com/watch?v=xdr1Wg_cgSo
