Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
41,41,Alívio,Jessé Aguiar,47,3186729,-3.6%,https://www.youtube.com/watch?v=JgLFoArntlI
42,45,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,27,3101689,-1.6%,https://www.youtube.com/watch?v=88_jnJP0OtA
43,48,Proteção de Tela (Live),Tarcísio do Acordeon,42,3061305,4.3%,https://www.youtube.com/watch?v=edjih_b_NBQ
44,38,VERMELHO,Gloria Groove,10,3022403,-9%,https://www.youtube.com/watch?v=p4aPlYN6x1Q
45,51,Deixa Nós Viver em Paz,"MC Tuto, Mc Kako, MC Joãozinho VT, DJ BOY & Matheuszin DJ",2,3013629,4%,https://www.youtube.com/watch?v=lxTFsDzF-nc
46,98,Me Chama de Amor,Treyce & O Tubarão,2,2940553,80.2%,https://www.youtube.com/watch?v=J9AfRmtdqGs
47,47,Arranhão (Ao Vivo),Henrique & Juliano,37,2862837,-4.2%,https://www.youtube.com/watch?v=2_xBCeBmaS8
48,50,Mal Caminho,"Dj Joao Da Inestan, Mc J mito & DJ Tg da Inestan",4,2842247,-2.6%,https://www.youtube.com/watch?v=WIv_TesjWMk
49,52,Poesia Acústica 12 - Pra Sempre,"Pineapple StormTV, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena & Caio Luccas",9,2824595,-2.1%,https://www.youtube.com/watch?v=D9MtpH2ZE2U
50,35,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,11,2809939,-21.2%,https://www.youtube.com/watch?v=CJdhWgebwqA
51,42,"Tchau Obrigado (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",16,2794746,-13.8%,https://www.youtube.com/watch?v=c7mbGJvX6t4
52,,Meu Número (Ao Vivo),Hugo & Guilherme & Jorge & Mateus,1,2784045,,https://www.youtube.com/watch?v=SClzaJuWou4
53,55,X1,MC Cabelinho & Dallass,4,2643478,9%,https://www.youtube.com/watch?v=zgdQsLH7sDw
54,53,Anota Aí,Mc Lipi ,18,2579013,-4.7%,https://www.youtube.com/watch?v=OXFN3ZMgaVk
55,54,Sei Que Tu Gosta Muito,L7NNON & DJ Biel do Furduncinho,3,2555525,-1.3%,https://www.youtube.com/watch?v=yukvofr7fzg
56,49,Iphone Branco,Borges & Mainstreet,11,2512105,-14.1%,https://www.youtube.com/watch?v=xv8NrFQqKJ8
57,60,Saudade e Solidão (En Vivo),Vitor Fernandes,17,2389383,6.4%,https://www.youtube.com/watch?v=SNbURUnTYCM
58,59,Juliet E Chapelão (Ao Vivo),"Dj Chris No Beat, Luan Pereira & Juan Pereira",5,2205809,-3.2%,https://www.youtube.com/watch?v=k893U324R2c
59,,Tchuco Nela,MC Rogerinho & Wesley Safadão,1,2144586,,https://www.youtube.com/watch?v=dEjA3uw5s3I
60,,Enemy (feat. JID),Imagine Dragons,21,2135891,,https://www.youtube.com/watch?v=D9G1VOjN_84
61,58,ANACONDA *o* ~~~,Luísa Sonza & Mariah Angeliq ,19,2094648,-9.8%,https://www.youtube.com/watch?v=iLTR0UyG2Yo
62,61,Tudo É Fase (feat. DJ WN & Mc Havi),MC Lele JP,7,2055930,-6.4%,https://www.youtube.com/watch?v=QiXzcQTLIrw
63,63,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",14,1976713,-8.7%,https://www.youtube.com/watch?v=PJqHlzBiZ0A
64,56,SET Vila Clara Store,"MC Neguinho do Kaxeta, --, MC Lele JP, MC Hariel, --, MC Marks, MC Joãozinho VT & DJ BOY",7,1954673,-16.8%,https://www.youtube.com/watch?v=W3Xhpmix4KQ
65,93,Rave e Bagaceira,Anderson & Vei da Pisadinha & MARQUINHOS LIMA,2,1935053,15.8%,https://www.youtube.com/watch?v=8Mt5VSW6U-w
66,69,ESSÊNCIA DE CRIA (feat. Neo Beats),"MC Cabelinho, Bielzin, Mc Poze do Rodo & Tz da Coronel",18,1870981,-8.1%,https://www.youtube.com/watch?v=hyDElqwFnYI
67,68,Mais um Favelado,"Dj GM, Mc Lipi , MC Lele JP, MC Lemos & MC Liro",17,1866507,-9.4%,https://www.youtube.com/watch?v=txqvRehMqRg
68,91,Hoje Eu Vou Te Usar,Mari Fernandez & Felipe Amorim,8,1865853,11.1%,https://www.youtube.com/watch?v=_0bDIQgliHg
69,,We Don't Talk About Bruno,"La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast",3,1861228,,https://www.youtube.com/watch?v=bvWRMAU6V-c
70,72,Não Faz Isso Comigo Não,Tz da Coronel,2,1851140,-3.7%,https://www.youtube.com/watch?v=mqsb7MSgY6U
71,73,Foi por Pouco,MC Paulin da Capital,2,1843468,-1%,https://www.youtube.com/watch?v=Fif726PWiTM
72,76,Coração Gelado 3,"MC Ryan SP, MC Letto, Mc IG, MC Joãozinho VT, DJ BOY, Mc Kako, MC Leozinho ZS & MC V7",18,1831994,2.5%,https://www.youtube.com/watch?v=2PkxaVyVLpE
73,57,CPX Ta Tega,"Mc Poze do Rodo, MC Maneirinho, Mainstreet & Neo Beats",6,1829244,-22.1%,https://www.youtube.com/watch?v=dRK7c3Je9ts
74,96,Aulas e Cursos,DNASTY,2,1810030,10.3%,https://www.youtube.com/watch?v=qa2-wpVZt2E
75,95,As It Was,Harry Styles,3,1786097,8.7%,https://www.youtube.com/watch?v=H5v3kku4y6Q
76,86,Quebradas,"MC Paulin da Capital, Mc Lipi , Dj GM & MC Cabelinho",20,1784622,4.7%,https://www.youtube.com/watch?v=ENHwrVK0wn8
77,71,SAFADEZINHA,Felipe Amorim & Zé Felipe,4,1758808,-10.4%,https://www.youtube.com/watch?v=8XE6HQ8dZYA
78,94,Cheiro De Problema (Ao Vivo),Zé Neto e Henrique & Diego & Victor Hugo,2,1732308,4.4%,https://www.youtube.com/watch?v=ZkHSMYIRh0A
79,75,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",17,1720123,-7%,https://www.youtube.com/watch?v=6lsOfEHb4C4
80,64,"Oi, Como Ce Tá？",Vulgo FK,9,1698612,-20.3%,https://www.youtube.com/watch?v=K4n7zRoKmPc
81,92,Easy On Me,Adele,19,1680400,0.4%,https://www.youtube.com/watch?v=X-yIEMduRXk
82,99,Chá De Casa Nova (Ao Vivo),Henrique & Juliano,19,1658354,1.9%,https://www.youtube.com/watch?v=9Et53l5l-FE
83,67,Minha Cópia Atual (Ao Vivo),Henrique & Juliano,3,1656142,-21.4%,https://www.youtube.com/watch?v=K73g54E8ZtU
84,74,Sem Dó,Matuê & L7NNON,16,1642442,-11.4%,https://www.youtube.com/watch?v=G-zyOLsfEBQ
85,81,Cruzeiro da Revoada,Hungria Hip-Hop & MC Ryan SP,19,1634113,-6.4%,https://www.youtube.com/watch?v=kezf4Fo7B9M
86,78,Idiota (Ao Vivo),Jão,14,1608328,-9.7%,https://www.youtube.com/watch?v=r2gppKSvBLE
87,33,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",10,1605438,-57.5%,https://www.youtube.com/watch?v=ulY5kBy2exo
88,62,Vai Malvadin,"Treyce, Mc Izal, SONY NO BEAT & AFONSO NA VOZ",3,1598585,-26.3%,https://www.youtube.com/watch?v=NAnrixK-agg
89,,Se Não For Por Amor (Ao Vivo),Amado Batista,3,1594815,,https://www.youtube.com/watch?v=4Z8cuCZKR5E
90,80,Unstoppable,Sia,12,1588869,-9.3%,https://www.youtube.com/watch?v=YaEG2aWJnZ8
91,,O Poder Dessa Garota,"Mc Gabzin, DJ TAK VADIÃO & dj sv",1,1580574,,https://www.youtube.com/watch?v=L2_xh-r10OI
92,82,Socadona (feat. Mr. Vegas),"Ludmilla, Mariah Angeliq  & Topo La Mascara",12,1574754,-9.7%,https://www.youtube.com/watch?v=15wVHmz_Aag
93,84,Mustang Preto,Teto,18,1574103,-7.8%,https://www.youtube.com/watch?v=iDJM3HTdjck
94,97,Piui Tic Tac,Mc Rd,2,1570144,-4.2%,https://www.youtube.com/watch?v=n1E4NnqUwhw
95,,Mete Um Block Nele,João Gomes,21,1564849,,https://www.youtube.com/watch?v=sKj5Fst0JlQ
96,,Está Tudo Bem (Ao Vivo),Kellen Byanca,1,1557834,,https://www.youtube.com/watch?v=zP0KRlNPNos
97,,Gratidão,L7NNON,1,1551679,,https://www.youtube.com/watch?v=DQnJGuVMgXU
98,,Tá Chorando Por Quê?,Amanda Wanessa,16,1525402,,https://www.youtube.com/watch?v=xdr1Wg_cgSo
99,,Espelho do Poder (Ao Vivo),Conde So Brega & João Gomes,2,1524746,,https://www.youtube.com/watch?v=MdRHwAbnDhM
100,,Agora Somos Ex,Nenho,1,1517175,,https://www.youtube.com/watch?v=LA-bc9dX4y0
