,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Weekly,Video_id,publishedAt,Classification
78,79,65.0,Joga a Bunda,MC Rogerinho,5,1930367,-10.5%,https://www.youtube.com/watch?v=FqdDdGrB4tY,2022-08-11,FqdDdGrB4tY,2022-06-17 15:00:09,Frontline
79,80,67.0,Joga Essa Rabeta,MC Teuzin PV & MC Skcot,11,1922106,-7.4%,https://www.youtube.com/watch?v=pIr6TjG7Rko,2022-08-11,pIr6TjG7Rko,2022-01-03 15:00:14,Frontline
80,81,53.0,"Set do G15: A Revoada Começou (feat. MC Ryan SP, MC Menor da VG, JottaPê, Gaab & MC Don Juan)","MC Pedrinho, Mc Davi & MC G15",13,1890062,-26.3%,https://www.youtube.com/watch?v=1vXn6pl40bo,2022-08-11,1vXn6pl40bo,2022-04-20 21:00:14,Frontline
81,82,82.0,Bagulho Louco,Mc Paiva ZS,15,1884047,3%,https://www.youtube.com/watch?v=,2022-08-11,,,Catálogo
82,83,71.0,Um Sonhador / Não Precisa / Não Aprendi A Dizer Adeus (Ao Vivo),Lauana Prado,3,1870465,-6.8%,https://www.youtube.com/watch?v=HgP2KU16O0E,2022-08-11,HgP2KU16O0E,2022-06-03 00:00:04,Frontline
83,84,84.0,Good Vibe,Filipe Ret & Caio Luccas,3,1831135,1.4%,https://www.youtube.com/watch?v=E4J0bFa4d0U,2022-08-11,E4J0bFa4d0U,2022-06-16 03:30:04,Frontline
84,85,70.0,"Vida Loka, Pt. 1 (Live)",Racionais MC's,11,1826407,-9.7%,https://www.youtube.com/watch?v=IL1epaZCTmk,2022-08-11,IL1epaZCTmk,2017-03-06 17:46:44,Catálogo
85,86,77.0,Eu Bem Que Te Avisei,Mc Delux & DJ ABDO,17,1812721,-3.1%,https://www.youtube.com/watch?v=76DWwRaztPQ,2022-08-11,76DWwRaztPQ,2022-04-30 15:00:03,Frontline
86,87,,Cheia de Manias (Ao Vivo) (feat. Thiaguinho),Raça Negra,7,1771476,,https://www.youtube.com/watch?v=lxNd6LRi-PQ,2022-08-11,lxNd6LRi-PQ,2017-11-02 22:00:03,Catálogo
87,88,96.0,Exibido,MVK7,4,1769736,9.2%,https://www.youtube.com/watch?v=LPoFbsAT1sE,2022-08-11,LPoFbsAT1sE,2022-07-15 16:00:12,Frontline
88,89,,SNAP,La Vid Violin,1,1769423,,https://www.youtube.com/watch?v=Lo4_K4relMg,2022-08-11,Lo4_K4relMg,2022-07-27 18:20:55,Frontline
89,90,79.0,ERRO PLANEJADO (Ao Vivo),Luan Santana & Henrique & Juliano,17,1756112,-5.7%,https://www.youtube.com/watch?v=apPxQOfh0ek,2022-08-11,apPxQOfh0ek,2022-04-15 15:00:10,Frontline
90,91,78.0,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,3,1733675,-6.9%,https://www.youtube.com/watch?v=pPxs52_MVIU,2022-08-11,pPxs52_MVIU,2022-06-24 14:00:17,Frontline
91,92,85.0,Assault (Carro Forte),"Orochi, Chefin, Oruam, Borges, Mainstreet & Bielzin",19,1725804,-3.5%,https://www.youtube.com/watch?v=n43oZSY7df0,2022-08-11,n43oZSY7df0,2022-04-05 21:00:20,Frontline
92,93,,CORAÇÃO CIGANO (Ao Vivo),Luan Santana & Luísa Sonza,1,1718118,,https://www.youtube.com/watch?v=Vz4Sb1bl1IE,2022-08-11,Vz4Sb1bl1IE,2022-08-10 00:30:10,Frontline
93,94,81.0,Todo Seu,Jorge & Mateus,12,1717466,-6.7%,https://www.youtube.com/watch?v=lyHNzNMSZyw,2022-08-11,lyHNzNMSZyw,2022-05-05 23:58:29,Frontline
94,95,95.0,Another Love,Tom Odell,6,1708614,4.9%,https://www.youtube.com/watch?v=MwpMEbgC7DA,2022-08-11,MwpMEbgC7DA,2012-11-05 08:00:15,Catálogo
95,96,,Pino da Granada (Ao Vivo em Rio Preto),Murilo Huff,3,1707321,,https://www.youtube.com/watch?v=CWJc5gepckI,2022-08-11,CWJc5gepckI,2022-05-27 14:00:18,Frontline
96,97,83.0,Hotel Caro,Baco Exu do Blues & Luísa Sonza,9,1681912,-7.5%,https://www.youtube.com/watch?v=PQrWORayZTc,2022-08-11,PQrWORayZTc,2022-06-13 00:00:11,Frontline
97,98,92.0,Vai Doer Mais (Ao Vivo),Mari Fernandez,10,1661468,-1.4%,https://www.youtube.com/watch?v=SpyKD3Y8I3o,2022-08-11,SpyKD3Y8I3o,2022-05-20 14:00:11,Frontline
98,99,99.0,Novas Publicações (Ao Vivo),Unha Pintada,2,1655624,5.2%,https://www.youtube.com/watch?v=gWEf5wVoPrc,2022-08-11,gWEf5wVoPrc,2022-07-16 15:00:13,Frontline
99,100,88.0,Câmera Lenta (Ao Vivo),Mari Fernandez,5,1631578,-6.6%,https://www.youtube.com/watch?v=Bs3kAyGKgSM,2022-08-11,Bs3kAyGKgSM,2022-06-03 15:27:37,Frontline
0,1,1.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,6,15107818,7.2%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-08-18,WiNYFwIfg4w,2022-07-14 14:00:09,Frontline
1,2,2.0,"Pipoco (feat. Melody, Dj Chris No Beat & Dj Chris No Beat)",Ana Castela,13,12622505,-2.6%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-08-18,69JAoslGYI8,2022-05-20 14:00:14,Frontline
2,3,7.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",7,9228882,28%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-08-18,8NjXVsLHIg8,2022-07-02 00:30:19,Frontline
3,4,3.0,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",11,8584960,-12.5%,https://www.youtube.com/watch?v=NbB6qMA2lts,2022-08-18,NbB6qMA2lts,2022-06-03 16:03:44,Frontline
4,5,5.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,20,7999232,4.1%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-08-18,rTJSWmgbVwA,2022-04-01 13:58:36,Frontline
5,6,4.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,17,7412619,-8.1%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-08-18,psdZRggL7cI,2022-04-22 14:00:19,Frontline
6,7,8.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,6,7360844,3.2%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-08-18,hOGuaMazCz8,2022-07-08 13:57:52,Frontline
7,8,6.0,CACHORRINHAS,Luísa Sonza,5,6446565,-11.5%,https://www.youtube.com/watch?v=__ur8Ykcivw,2022-08-18,__ur8Ykcivw,2022-07-19 00:00:11,Frontline
8,9,11.0,Intuição (Ao Vivo),Mari Fernandez,15,6134018,1.6%,https://www.youtube.com/watch?v=rfkXgby-xn0,2022-08-18,rfkXgby-xn0,2022-05-06 14:00:26,Frontline
9,10,12.0,X1,MC Cabelinho & Dallass,21,5942244,-1.4%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-08-18,zgdQsLH7sDw,2022-03-28 20:19:59,Frontline
10,11,9.0,Bandido,Zé Felipe & Mc Mari,9,5708633,-15.9%,https://www.youtube.com/watch?v=YxGYumo6tpU,2022-08-18,YxGYumo6tpU,2022-06-17 15:00:12,Frontline
11,12,10.0,Metflix,"Mc Poze do Rodo, Mainstreet, Ajaxx & --",5,5459048,-13.2%,https://www.youtube.com/watch?v=_BfZRdFFdE8,2022-08-18,_BfZRdFFdE8,2022-07-20 16:00:13,Frontline
12,13,13.0,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",21,4973761,-10.9%,https://www.youtube.com/watch?v=b7A98jz4uUA,2022-08-18,b7A98jz4uUA,2022-04-08 14:00:23,Frontline
13,14,20.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,50,4716084,8.6%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-08-18,6EGg0_l-edc,2021-09-03 15:00:14,Frontline
14,15,16.0,Te Amo Demais,Marília Mendonça,4,4677805,-8.2%,https://www.youtube.com/watch?v=P2qvD7LRBAo,2022-08-18,P2qvD7LRBAo,2022-07-22 00:11:58,Frontline
15,16,15.0,Tchuco Nela,MC Rogerinho & Wesley Safadão,18,4590849,-12.9%,https://www.youtube.com/watch?v=dEjA3uw5s3I,2022-08-18,dEjA3uw5s3I,2022-04-08 15:00:22,Frontline
16,17,93.0,CORAÇÃO CIGANO (Ao Vivo),Luan Santana & Luísa Sonza,2,4473588,160.4%,https://www.youtube.com/watch?v=Vz4Sb1bl1IE,2022-08-18,Vz4Sb1bl1IE,2022-08-10 00:30:10,Frontline
17,18,18.0,Vento Forte,MC Jacaré & DJ TK,5,4470635,-9.2%,https://www.youtube.com/watch?v=e6yUmOtchLE,2022-08-18,e6yUmOtchLE,2022-07-01 15:30:13,Frontline
18,19,25.0,Gostosinha é Ela,Felipe Amorim,4,4379178,13.4%,https://www.youtube.com/watch?v=zSRjeUpQUwI,2022-08-18,zSRjeUpQUwI,2022-07-30 15:00:14,Frontline
19,20,32.0,Set Tatuapé Conceito 2,"MC Joãozinho VT, DJ BOY, Dj GM, Mc Kako, MC Ryan SP, MC GP, MC Erik & Dj GM",8,4311253,26.2%,https://www.youtube.com/watch?v=nbTAKkjnV_Q,2022-08-18,nbTAKkjnV_Q,2022-06-27 15:00:11,Frontline
20,21,23.0,Perfeito Pra Ficar Sozinho (Ao Vivo),Murilo Huff & Maiara & Maraisa,2,4285209,10.2%,https://www.youtube.com/watch?v=IOuLc9ZhLuQ,2022-08-18,IOuLc9ZhLuQ,2022-08-05 14:02:43,Frontline
21,22,14.0,Baile no Morro,MC Tairon & Mc Vitin da Igrejinha,9,4217807,-20.1%,https://www.youtube.com/watch?v=4zhowmwBCuw,2022-08-18,4zhowmwBCuw,2022-06-17 21:34:31,Frontline
22,23,21.0,Bloqueado (Ao Vivo),Gusttavo Lima,38,4023617,-1.8%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-08-18,14C28JSO-sg,2021-11-26 13:59:45,Frontline
23,24,17.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,23,3995345,-20.9%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-08-18,vAM1xXdRnH0,2022-02-25 14:00:08,Frontline
24,25,19.0,Incendeia,MC Kevin o Chris,6,3901786,-16.5%,https://www.youtube.com/watch?v=fFeQDbY741I,2022-08-18,fFeQDbY741I,2022-06-10 21:00:14,Frontline
25,26,22.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,31,3830045,-2.3%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-08-18,kyfXEMqvLgU,2022-01-14 15:00:10,Frontline
26,27,28.0,Seu Perfil (Ao Vivo),Henrique & Juliano,29,3805899,8.4%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-08-18,KvAagUxO3OY,2022-01-28 15:00:08,Frontline
27,28,,202,Kweller & Enzo Cello,1,3558744,,https://www.youtube.com/watch?v=ZPo_lMVkAxo,2022-08-18,ZPo_lMVkAxo,2022-08-25 23:00:08,Frontline
28,29,40.0,Só de Imaginar (Ao Vivo),Mari Fernandez & Zé Vaqueiro,16,3514453,13.8%,https://www.youtube.com/watch?v=OnYr3TisCcg,2022-08-18,OnYr3TisCcg,2022-04-29 14:00:09,Frontline
29,30,37.0,Nois É os Cara,"Mc Paiva ZS, Gabb MC, MC Kadu, Love Funk & MC Lemos",13,3421348,6.1%,https://www.youtube.com/watch?v=wumB0Qs2YT4,2022-08-18,wumB0Qs2YT4,2022-05-18 15:08:26,Frontline
30,31,30.0,Pode Apostar (Ao Vivo),Mari Fernandez & Xand Avião,14,3385810,-2.7%,https://www.youtube.com/watch?v=5EuvLJPOuKo,2022-08-18,5EuvLJPOuKo,2022-05-13 14:00:04,Frontline
31,32,39.0,Até a Próxima Vida (Ao Vivo),Henrique & Juliano,18,3363112,6.3%,https://www.youtube.com/watch?v=yrQuMSYsYZQ,2022-08-18,yrQuMSYsYZQ,2021-09-17 00:06:56,Frontline
32,33,31.0,Malvada,Zé Felipe,29,3361300,-2.7%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-08-18,r0mNwyywHIY,2022-01-28 15:00:12,Frontline
33,34,46.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,4,3315940,17%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-08-18,qjxNM9qF3LA,2022-06-24 15:00:12,Frontline
34,35,26.0,Virando o Olhinho,Kadu Martins,7,3313864,-9%,https://www.youtube.com/watch?v=7njueXmgObo,2022-08-18,7njueXmgObo,2022-04-29 15:00:13,Frontline
35,36,29.0,O Poder Dessa Garota,"Mc Gabzin, DJ TAK VADIÃO & dj sv",18,3296730,-6.1%,https://www.youtube.com/watch?v=L2_xh-r10OI,2022-08-18,L2_xh-r10OI,2022-03-25 15:00:13,Frontline
36,37,75.0,"Favela (feat. Love Funk, MC Neguinho do Kaxeta, Mc Kadu & Mc IG)","MC Ryan SP, MC Cebezinho & Mc Paiva ZS",2,3286525,64.4%,https://www.youtube.com/watch?v=8eYtGcbBkU4,2022-08-18,8eYtGcbBkU4,2022-08-08 21:00:14,Frontline
37,38,24.0,Tu Tava Na Revoada,Wesley Safadão,13,3269903,-15.5%,https://www.youtube.com/watch?v=GmlBAosY3V0,2022-08-18,GmlBAosY3V0,2022-05-20 15:15:48,Frontline
38,39,36.0,Vampiro,"Matuê, Wiu & Teto",20,3146080,-4.9%,https://www.youtube.com/watch?v=TKqa-ZXGKYA,2022-08-18,TKqa-ZXGKYA,2022-04-02 00:00:12,Frontline
39,40,35.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",25,3107432,-6.4%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-08-18,VKaLjHZJ-GY,2022-03-18 14:01:02,Frontline
40,41,34.0,O Chamado,"Chefin, Mc Poze do Rodo & Mainstreet",2,3066934,-7.8%,https://www.youtube.com/watch?v=N9liPvylviE,2022-08-18,N9liPvylviE,2022-08-04 15:00:13,Frontline
41,42,27.0,O Fim é Triste (feat. DJ BOY),MC Hariel,9,3064625,-14.3%,https://www.youtube.com/watch?v=BZ-9iYlDpXc,2022-08-18,BZ-9iYlDpXc,2022-06-17 21:00:11,Frontline
42,43,38.0,Fim de Semana no Rio,Teto,21,3015460,-6.2%,https://www.youtube.com/watch?v=7AlAYttGnAg,2022-08-18,7AlAYttGnAg,2022-03-31 00:00:12,Frontline
43,44,44.0,Melodia Alucinógena,DJ AK BR & Dj Darge,2,3001759,2.2%,https://www.youtube.com/watch?v=SQ309FXp1KI,2022-08-18,SQ309FXp1KI,2022-06-23 02:50:19,Frontline
44,45,54.0,Vizão de Cria 2,"Caio Luccas, Dallass, Tz da Coronel, PJ HOUDINI, Thiago Anezzi, NADAMAL, MC Maneirinho & Filipe Ret",3,2958420,17.9%,https://www.youtube.com/watch?v=Sau1_hWFHJE,2022-08-18,Sau1_hWFHJE,2022-08-01 15:00:14,Frontline
45,46,42.0,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",20,2944918,-2.4%,https://www.youtube.com/watch?v=273pasBKH18,2022-08-18,273pasBKH18,2022-04-07 01:40:57,Frontline
46,47,43.0,Molhando O Volante (Live),Jorge & Mateus,36,2847636,-4.1%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-08-18,_SjTFD9qVuE,2021-12-10 13:56:49,Frontline
47,48,45.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,40,2825687,-2.5%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-08-18,r2ma8WPRppk,2021-10-22 13:59:34,Frontline
48,49,50.0,Para de Me Assistir (Ao Vivo),Mari Fernandez,9,2811640,8.4%,https://www.youtube.com/watch?v=n7xMP3Nwr6I,2022-08-18,n7xMP3Nwr6I,2022-05-27 15:03:19,Frontline
49,50,,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,41,2675820,,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-08-18,88_jnJP0OtA,2018-02-16 15:57:02,Catálogo
50,51,53.0,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",19,2671024,5.6%,https://www.youtube.com/watch?v=x4QSi_Eb-c8,2022-08-18,x4QSi_Eb-c8,2022-03-23 21:00:11,Frontline
51,52,68.0,Doce Veneno,"Mc Paiva ZS, Love Funk & Kotim",3,2619457,19%,https://www.youtube.com/watch?v=thfYx-W63ws,2022-08-18,thfYx-W63ws,2022-07-27 15:00:41,Frontline
52,53,55.0,Quem Vale Menos (Ao Vivo),Mari Fernandez,16,2605979,3.9%,https://www.youtube.com/watch?v=HVJWX1B9_lo,2022-08-18,HVJWX1B9_lo,2022-04-20 14:00:07,Frontline
53,54,70.0,Então Valeu (Ao Vivo),Jorge & Mateus,2,2536641,16.9%,https://www.youtube.com/watch?v=z-XxedqPsqg,2022-08-18,z-XxedqPsqg,2022-08-04 14:58:09,Frontline
54,55,52.0,Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,11,2475931,-3.7%,https://www.youtube.com/watch?v=y3FdInN6n48,2022-08-18,y3FdInN6n48,2022-06-03 13:58:30,Frontline
55,56,65.0,Falta Você,Thiaguinho,11,2466012,9.9%,https://www.youtube.com/watch?v=Qj-qS4aV0UY,2022-08-18,Qj-qS4aV0UY,2021-07-30 15:01:08,Frontline
56,57,61.0,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,4,2395647,2.6%,https://www.youtube.com/watch?v=MBg5g2g3okU,2022-08-18,MBg5g2g3okU,2022-06-21 14:45:08,Frontline
57,58,77.0,Não Fosse Tão Tarde,Lou Garcia,2,2368157,21.6%,https://www.youtube.com/watch?v=jd00enZSNFc,2022-08-18,jd00enZSNFc,2022-07-07 22:00:10,Frontline
58,59,60.0,Festa de Vagabundo,Mc Paiva ZS & Kotim,10,2352798,-0.6%,https://www.youtube.com/watch?v=8xxXjzRlcjQ,2022-08-18,8xxXjzRlcjQ,2022-06-09 15:15:31,Frontline
59,60,63.0,Está Tudo Bem (Ao Vivo),Kellen Byanca,18,2337112,1%,https://www.youtube.com/watch?v=zP0KRlNPNos,2022-08-18,zP0KRlNPNos,2022-01-21 15:00:12,Frontline
60,61,57.0,Meu Número (Ao Vivo),Hugo & Guilherme & Jorge & Mateus,18,2301059,-5.5%,https://www.youtube.com/watch?v=SClzaJuWou4,2022-08-18,SClzaJuWou4,2022-04-15 15:00:21,Frontline
61,62,58.0,Escolhe o Bandido,"MC CH da Z.O, MC Myres, Danado do Recife, eoo kendy & Deyvinho PL",6,2290205,-5.3%,https://www.youtube.com/watch?v=OaAqhlU6VjY,2022-08-18,OaAqhlU6VjY,2022-07-04 21:00:20,Frontline
62,63,56.0,Pras Novinha (feat. DJ Pedrin),"MC Livinho, Dj LK da Escócia & DJ Breno",10,2228514,-10.7%,https://www.youtube.com/watch?v=vGBJmgZSeRc,2022-08-18,vGBJmgZSeRc,2022-06-10 16:01:05,Frontline
63,64,72.0,7 Meiota,"Filipe Ret, MC Cabelinho & MC Maneirinho",8,2191915,3.3%,https://www.youtube.com/watch?v=qeFT0_8LIQw,2022-08-18,qeFT0_8LIQw,2022-06-16 03:30:19,Frontline
64,65,33.0,Cheiro de Balada (Ao Vivo),Hugo & Guilherme & Gusttavo Lima,2,2184617,-36%,https://www.youtube.com/watch?v=6N7qDswjXu4,2022-08-18,6N7qDswjXu4,2022-08-05 15:00:14,Frontline
65,66,59.0,A Cara do Crime 3 (Brinde à Liberdade),"Mc Poze do Rodo, Orochi, Filipe Ret, Mainstreet & Bielzin",12,2156039,-10.6%,https://www.youtube.com/watch?v=3aKrgl3-Unc,2022-08-18,3aKrgl3-Unc,2022-05-27 18:00:14,Frontline
66,67,51.0,Sentadinha Diferente,Dyamante DJ  & MC GW,6,2101708,-18.7%,https://www.youtube.com/watch?v=GQ78UQAgLCI,2022-08-18,GQ78UQAgLCI,2022-07-07 22:00:13,Frontline
67,68,82.0,Bagulho Louco,Mc Paiva ZS,16,2080708,10.4%,https://www.youtube.com/watch?v=,2022-08-18,,,Catálogo
68,69,66.0,Dengo (Ao Vivo),João Gomes,15,2056141,-7.6%,https://www.youtube.com/watch?v=mqYjyQG11GQ,2022-08-18,mqYjyQG11GQ,2022-05-06 01:44:21,Frontline
69,70,84.0,Good Vibe,Filipe Ret & Caio Luccas,4,2054370,12.2%,https://www.youtube.com/watch?v=E4J0bFa4d0U,2022-08-18,E4J0bFa4d0U,2022-06-16 03:30:04,Frontline
70,71,78.0,Agora Somos Ex,Nenho,16,2027682,4.9%,https://www.youtube.com/watch?v=LA-bc9dX4y0,2022-08-18,LA-bc9dX4y0,2022-04-08 13:00:14,Frontline
71,72,76.0,"SET MK 2 (feat. MC Joãozinho VT, MC Ryan SP, MC Neguinho do Kaxeta, Mc Kanhoto, MC Don Juan & DJ BOY)","MC Hariel, Mc IG & MC Marks",11,2026672,2.3%,https://www.youtube.com/watch?v=H7yym8n8nLw,2022-08-18,H7yym8n8nLw,2022-06-01 15:00:09,Frontline
72,73,85.0,"Vida Loka, Pt. 1 (Live)",Racionais MC's,12,2017950,10.5%,https://www.youtube.com/watch?v=IL1epaZCTmk,2022-08-18,IL1epaZCTmk,2017-03-06 17:46:44,Catálogo
73,74,64.0,Me Chama de Amor,Treyce & O Tubarão,19,1927096,-16.5%,https://www.youtube.com/watch?v=J9AfRmtdqGs,2022-08-18,J9AfRmtdqGs,2022-05-06 21:00:12,Frontline
74,75,69.0,Mina Sensação,Deavele Santos & Juventude Forrozeira,4,1922502,-12.5%,https://www.youtube.com/watch?v=BedRL-vSSoE,2022-08-18,BedRL-vSSoE,2022-06-29 22:00:18,Frontline
75,76,83.0,Um Sonhador / Não Precisa / Não Aprendi A Dizer Adeus (Ao Vivo),Lauana Prado,4,1922309,2.8%,https://www.youtube.com/watch?v=HgP2KU16O0E,2022-08-18,HgP2KU16O0E,2022-06-03 00:00:04,Frontline
76,77,87.0,Cheia de Manias (Ao Vivo) (feat. Thiaguinho),Raça Negra,8,1908711,7.7%,https://www.youtube.com/watch?v=lxNd6LRi-PQ,2022-08-18,lxNd6LRi-PQ,2017-11-02 22:00:03,Catálogo
77,78,90.0,ERRO PLANEJADO (Ao Vivo),Luan Santana & Henrique & Juliano,18,1897991,8.1%,https://www.youtube.com/watch?v=apPxQOfh0ek,2022-08-18,apPxQOfh0ek,2022-04-15 15:00:10,Frontline
78,79,,Pelado,NATTAN,1,1875044,,https://www.youtube.com/watch?v=3EtO6VToULk,2022-08-18,3EtO6VToULk,2022-05-27 14:00:11,Frontline
79,80,67.0,São João Chegou,Renanzin Pressão,4,1863527,-15.5%,https://www.youtube.com/watch?v=VaLJO9ycpYI,2022-08-18,VaLJO9ycpYI,2022-06-17 23:00:17,Frontline
80,81,73.0,"Let's Let's Go (feat. MC Hariel, Mc Kadu, MC Marks, MC Don Juan, Mc Luki & MC PH)","DJ GBR, Mc IG & MC Ryan SP",12,1863012,-10.5%,https://www.youtube.com/watch?v=Fh9lQcV94d4,2022-08-18,Fh9lQcV94d4,2022-05-27 15:00:10,Frontline
81,82,79.0,Joga a Bunda,MC Rogerinho,6,1861707,-3.6%,https://www.youtube.com/watch?v=FqdDdGrB4tY,2022-08-18,FqdDdGrB4tY,2022-06-17 15:00:09,Frontline
82,83,81.0,"Set do G15: A Revoada Começou (feat. MC Ryan SP, MC Menor da VG, JottaPê, Gaab & MC Don Juan)","MC Pedrinho, Mc Davi & MC G15",14,1858891,-1.6%,https://www.youtube.com/watch?v=1vXn6pl40bo,2022-08-18,1vXn6pl40bo,2022-04-20 21:00:14,Frontline
83,84,,Apontei pro Céu,"Dj GM, Mc Lipi  & Love Funk",10,1835494,,https://www.youtube.com/watch?v=PL19VJ13Ttg,2022-08-18,PL19VJ13Ttg,2022-05-11 15:00:21,Frontline
84,85,,Deixa Eu Te Superar,Tarcísio do Acordeon,1,1830379,,https://www.youtube.com/watch?v=4lFYdHFaLxQ,2022-08-18,4lFYdHFaLxQ,2022-08-05 21:00:12,Frontline
85,86,71.0,Only Love Can Hurt Like This,Paloma Faith,7,1812471,-14.9%,https://www.youtube.com/watch?v=PaKr9gWqwl4,2022-08-18,PaKr9gWqwl4,2014-04-27 23:01:00,Catálogo
86,87,80.0,Joga Essa Rabeta,MC Teuzin PV & MC Skcot,12,1781332,-7.3%,https://www.youtube.com/watch?v=pIr6TjG7Rko,2022-08-18,pIr6TjG7Rko,2022-01-03 15:00:14,Frontline
87,88,,Você Vai Sentir Saudade (Ao Vivo),Jorge & Mateus,1,1711824,,https://www.youtube.com/watch?v=EReAqpW85jA,2022-08-18,EReAqpW85jA,2022-08-11 15:00:08,Frontline
88,89,97.0,Hotel Caro,Baco Exu do Blues & Luísa Sonza,10,1707629,1.5%,https://www.youtube.com/watch?v=PQrWORayZTc,2022-08-18,PQrWORayZTc,2022-06-13 00:00:11,Frontline
89,90,91.0,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,4,1706112,-1.6%,https://www.youtube.com/watch?v=pPxs52_MVIU,2022-08-18,pPxs52_MVIU,2022-06-24 14:00:17,Frontline
90,91,,Amiga (Ao Vivo),Simone & Simaria,15,1703760,,https://www.youtube.com/watch?v=48s6RGU1dr0,2022-08-18,48s6RGU1dr0,2022-04-29 14:00:11,Frontline
91,92,74.0,5 Regras,Jorge & Mateus,3,1695094,-15.9%,https://www.youtube.com/watch?v=VFWKrXxJEdM,2022-08-18,VFWKrXxJEdM,2022-07-29 13:59:25,Frontline
92,93,,As Menina da Pecuária,Ana Castela & Léo & Raphael,1,1652604,,https://www.youtube.com/watch?v=vcS7MXjupgk,2022-08-18,vcS7MXjupgk,2021-12-18 14:00:11,Frontline
93,94,95.0,Another Love,Tom Odell,7,1641185,-3.9%,https://www.youtube.com/watch?v=MwpMEbgC7DA,2022-08-18,MwpMEbgC7DA,2012-11-05 08:00:15,Catálogo
94,95,96.0,Pino da Granada (Ao Vivo em Rio Preto),Murilo Huff,4,1633201,-4.3%,https://www.youtube.com/watch?v=CWJc5gepckI,2022-08-18,CWJc5gepckI,2022-05-27 14:00:18,Frontline
95,96,,Folha Seca,Amado Batista & Simone & Simaria,15,1623241,,https://www.youtube.com/watch?v=auF-ZZQmNRY,2022-08-18,auF-ZZQmNRY,2019-10-30 14:00:00,Catálogo
96,97,92.0,Assault (Carro Forte),"Orochi, Chefin, Oruam, Borges, Mainstreet & Bielzin",20,1605327,-7%,https://www.youtube.com/watch?v=n43oZSY7df0,2022-08-18,n43oZSY7df0,2022-04-05 21:00:20,Frontline
97,98,,Under The Influence,Chris Brown,1,1602563,,https://www.youtube.com/watch?v=pfxyk1glEq4,2022-08-18,pfxyk1glEq4,2022-10-20 16:00:10,Frontline
98,99,100.0,Câmera Lenta (Ao Vivo),Mari Fernandez,6,1570456,-3.7%,https://www.youtube.com/watch?v=Bs3kAyGKgSM,2022-08-18,Bs3kAyGKgSM,2022-06-03 15:27:37,Frontline
99,100,,Chá de Chifre,"Marcynho Sensação, Mc Mari & Wesley Safadão",1,1529332,,https://www.youtube.com/watch?v=8x2QxMZIUH0,2022-08-18,8x2QxMZIUH0,2022-08-12 15:00:10,Frontline
0,1,1.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,7,14829024,-1.8%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-08-25,WiNYFwIfg4w,2022-07-14 14:00:09,Frontline
