Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Nosso Quadro,Ana Castela,10,11426178,-6.1%,https://www.youtube.com/watch?v=r9GrcxTGNWg
2,3,Erro Gostoso (Ao Vivo),Simone Mendes,11,11147763,12.1%,https://www.youtube.com/watch?v=mr09lDl_Tfk
3,4,Lovezinho (Sexy Version) (Remix),Bella DJ,9,9190699,0.9%,https://www.youtube.com/watch?v=
4,2,Vacilão,"Zé Felipe, Igow & Wesley Safadão",4,8887192,-14.7%,https://www.youtube.com/watch?v=Ve6Am4IOX-Q
5,5,Leão,Marília Mendonça,18,8206341,-9.4%,https://www.youtube.com/watch?v=tI55Zu9uZEM
6,,Os Bico Tão Se Perguntando (Let’s Go 3),MC PH,1,6807776,,https://www.youtube.com/watch?v=uvbKI8Bc9dA
7,6,085 (Ao Vivo),MC Rogerinho,7,6790732,-14.6%,https://www.youtube.com/watch?v=LpHfPPqjUOk
8,8,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,13,6524366,-6.6%,https://www.youtube.com/watch?v=29WR7F4TDUI
9,7,Coração de Gelo,WIU,19,6197356,-13%,https://www.youtube.com/watch?v=p03BWB5SN4M
10,30,Mas Existe um Lugar,"Cryzin, Kaio Viana & Noemi Leal",3,6073091,57.3%,https://www.youtube.com/watch?v=pdMNd_FMzTM
11,10,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,17,5680197,-8.2%,https://www.youtube.com/watch?v=sOgYk0iXNls
12,9,Zona De Perigo,Léo Santana,11,5664282,-8.6%,https://www.youtube.com/watch?v=0cnUcoXllMM
13,14,Oi Balde (Ao Vivo),Zé Neto & Cristiano,8,5655961,0.2%,https://www.youtube.com/watch?v=HK7bSTeQw6U
14,16,Me Atraiu (Ao Vivo),Gabriela Rocha,10,5534398,6.7%,https://www.youtube.com/watch?v=Z6cONvRUFZQ
15,15,ELA PIROU NA DODGE RAM,Luan Pereira & MC Ryan SP,4,5337351,1%,https://www.youtube.com/watch?v=eGpIwanODHw
16,12,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, MC Erik, Mc Pê, MC Vine7 & MC Don Juan",23,5285187,-8.6%,https://www.youtube.com/watch?v=BBUdg9S4Ii4
17,13,MINHA CURA,MC Cabelinho,15,4951910,-12.9%,https://www.youtube.com/watch?v=har3c93pJe0
18,11,Coladin (Minha Deusa),Zé Vaqueiro,19,4578918,-22.6%,https://www.youtube.com/watch?v=eihpkV7KSKo
19,18,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,14,4541489,-9.9%,https://www.youtube.com/watch?v=6kiJt7WTTM4
20,22,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",21,4515266,-5.4%,https://www.youtube.com/watch?v=5fI3cK7iDeg
21,19,Sem Aliança no Dedo,MC Xenon,9,4401283,-12.1%,https://www.youtube.com/watch?v=eOTJtXleRcE
22,26,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,23,4268951,1.4%,https://www.youtube.com/watch?v=t050lriI0_w
23,23,Aquecimento Senta Senta Suave,MC Kevin o Chris & BUARQUE,5,4179744,-4.2%,https://www.youtube.com/watch?v=IgegJ52oscs
24,21,Noite Fria,"Mc IG, MC Pipokinha & DJ Glenner",7,4143546,-16.4%,https://www.youtube.com/watch?v=lKNdzn_VL0k
25,20,Luz do Luar,Mc Tato & Dj ak beats,18,4139319,-16.8%,https://www.youtube.com/watch?v=P5AnIr0_6tw
