Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
53,82,F* F* M*,Filipe Ret,19,2680484,63.9%,https://www.youtube.com/watch?v=0hV9qYJ3IHQ
54,76,Sigo na Fé do Pai,"Bielzin, Mc Poze do Rodo, MC Ryan SP & Salvador da Rima",4,2676486,54.5%,https://www.youtube.com/watch?v=76_J1jZLp5s
55,50,Socadona (feat. Mr. Vegas),"Ludmilla, Mariah Angeliq  & Topo La Mascara",7,2619497,-5.1%,https://www.youtube.com/watch?v=15wVHmz_Aag
56,54,NO CHÃO NOVINHA,Anitta & PEDRO SAMPAIO,14,2564407,-2.4%,https://www.youtube.com/watch?v=ls74YCwYB4k
57,55,Surface Pressure,Jessica Darrow,4,2451486,-6.1%,https://www.youtube.com/watch?v=tQwVKr8rCYw
58,,Antes de Ir,Taty Pink & Romeu,28,2443631,,https://www.youtube.com/watch?v=R8s6fIccm-I
59,,Cena de Amor,Brisa Star & Zé Vaqueiro,29,2409075,,https://www.youtube.com/watch?v=UI_VjxVrzHY
60,63,ESSÊNCIA DE CRIA (feat. Neo Beats),"MC Cabelinho, Bielzin, Mc Poze do Rodo & Tz da Coronel",13,2287381,1.2%,https://www.youtube.com/watch?v=hyDElqwFnYI
61,90,Mágico do Som,MC WM & MC Lan,2,2237606,44.8%,https://www.youtube.com/watch?v=CdMYTT8YCls
62,75,Mais um Favelado,"Dj GM, Mc Lipi , MC Lele JP, MC Lemos & MC Liro",12,2215064,26.4%,https://www.youtube.com/watch?v=txqvRehMqRg
63,,Se Joga no Passinho (feat. Thiago Jhonathan),Brisa Star,31,2189718,,https://www.youtube.com/watch?v=EjVXeTBtNr8
64,61,Unstoppable,Sia,7,2168314,-6.1%,https://www.youtube.com/watch?v=YaEG2aWJnZ8
65,,Outro Patamar,Hungria Hip-Hop & Mc Lipi ,1,2166614,,https://www.youtube.com/watch?v=IbJRLeenTSQ
66,62,LEILÃO,Gloria Groove,16,2162532,-5.7%,https://www.youtube.com/watch?v=X7cz9v6mHzg
67,65,ONDA DO BERIMBAU,dj eduardo da favela do pó & MC Menor MT,12,2147359,2.3%,https://www.youtube.com/watch?v=uiF6lbyVS-4
68,59,Idiota (Ao Vivo),Jão,9,2110517,-10.5%,https://www.youtube.com/watch?v=r2gppKSvBLE
69,60,Terra Prometida (feat. Mainstreet),"Oruam, Zack Vox & Marcin",8,2080344,-10.7%,https://www.youtube.com/watch?v=yvHbajFWOQE
70,64,Coração Gelado 3,"MC Ryan SP, MC Letto, Mc IG, MC Joãozinho VT, DJ BOY, Mc Kako, MC Leozinho ZS & MC V7",13,2074950,-4.8%,https://www.youtube.com/watch?v=2PkxaVyVLpE
71,72,Saudade e Solidão (En Vivo),Vitor Fernandes,12,2045914,9.9%,https://www.youtube.com/watch?v=SNbURUnTYCM
72,71,Cruzeiro da Revoada,Hungria Hip-Hop & MC Ryan SP,14,1950593,1.6%,https://www.youtube.com/watch?v=kezf4Fo7B9M
73,87,Uma Ex (Ao Vivo),Murilo Huff & Jorge,21,1928281,22%,https://www.youtube.com/watch?v=veKig4zrOFs
74,77,SET Vila Clara Store,"MC Neguinho do Kaxeta, --, MC Lele JP, MC Hariel, --, MC Marks, MC Joãozinho VT & DJ BOY",2,1920708,16%,https://www.youtube.com/watch?v=W3Xhpmix4KQ
75,78,Chá De Casa Nova (Ao Vivo),Henrique & Juliano,14,1918637,16.3%,https://www.youtube.com/watch?v=9Et53l5l-FE
76,68,Quebradas,"MC Paulin da Capital, Mc Lipi , Dj GM & MC Cabelinho",15,1840022,-5.6%,https://www.youtube.com/watch?v=ENHwrVK0wn8
77,70,Sem Dó,Matuê & L7NNON,11,1827705,-5.1%,https://www.youtube.com/watch?v=G-zyOLsfEBQ
78,66,Amava Nada (Ao Vivo),Lucas Lucco & Marília Mendonça,6,1814065,-8.6%,https://www.youtube.com/watch?v=4FaHeREoRUc
79,69,Passando o Rodo (feat. Lara Silva),"POCAH, MC Mirella & Tainá Costa",15,1784259,-8.4%,https://www.youtube.com/watch?v=IEDv84S-gqw
80,79,ESSE É LADRÃO,DJ BRUNIN DA NT & MC Topre,8,1781314,8%,https://www.youtube.com/watch?v=4Y7c0DIdG3A
81,73,Enemy (feat. JID),Imagine Dragons,18,1759430,-1.4%,https://www.youtube.com/watch?v=D9G1VOjN_84
82,,CPX Ta Tega,"Mc Poze do Rodo, MC Maneirinho, Mainstreet & Neo Beats",1,1732016,,https://www.youtube.com/watch?v=dRK7c3Je9ts
83,83,"MT Eu Fiquei Com Uma Puta, Uma Puta Vontade VS Beat Serie Gold",Dj menor do sb,9,1705534,4.5%,https://www.youtube.com/watch?v=UL7-YIS_R4Y
84,80,Amor e Amor,Gaab & Mc Davi,3,1691417,2.8%,https://www.youtube.com/watch?v=tk0AT9vQiys
85,84,All Of You (Karaoke),Sing King,4,1660245,2.3%,https://www.youtube.com/watch?v=may3tfKtNWg
86,67,"Jacaré no Peito (feat. MC Lemos, MC Leozinho ZS & Oldilla)","Mc Paiva ZS, MC Ryan SP & Gabb MC",2,1620531,-17%,https://www.youtube.com/watch?v=7m1XTCMgBZ8
87,86,MALDITA PERIGOSA,DJ VILÃO & MC Scar,12,1605795,0.8%,https://www.youtube.com/watch?v=Amf8JCOKCUA
88,85,Universo Conspirou (Ao Vivo),Henrique & Juliano,9,1589394,-1.7%,https://www.youtube.com/watch?v=FpsTsW408s4
89,81,Tudo É Fase (feat. DJ WN & Mc Havi),MC Lele JP,2,1588852,-3%,https://www.youtube.com/watch?v=QiXzcQTLIrw
90,,Bipolar,"MC Don Juan, Mc Davi & MC Pedrinho",28,1585708,,https://www.youtube.com/watch?v=12-3ZAsO_xA
91,89,Easy On Me,Adele,14,1551251,-1.5%,https://www.youtube.com/watch?v=X-yIEMduRXk
92,,Assalto Perigoso,Melody,6,1541856,,https://www.youtube.com/watch?v=mYTIHb-_KmY
93,93,Incrivel Jogando a Potranca,Mc Gabzin & DJ Swat,3,1541216,6.1%,https://www.youtube.com/watch?v=H7Ou8HPU3Ko
94,,Fetiche da Coelhinha,"É o Luiz, MC Pipokinha, Thammy & Mc J mito",1,1529275,,https://www.youtube.com/watch?v=f3lb0tDLCug
95,52,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,5,1517267,-43.3%,https://www.youtube.com/watch?v=5qHJ6bSyPKY
96,100,Tá Chorando Por Quê?,Amanda Wanessa,12,1512043,9.5%,https://www.youtube.com/watch?v=xdr1Wg_cgSo
97,,DOIS ENGANADOS,Murilo Huff,27,1500749,,https://www.youtube.com/watch?v=2Cr8zkP-d0I
98,,Soca Tudo,MC Danny & A Turma da Bregadeira,2,1462944,,https://www.youtube.com/watch?v=67tzFKqjcAs
99,,Balanço Da Rede (Ao Vivo),Matheus Fernandes,1,1461104,,https://www.youtube.com/watch?v=vAM1xXdRnH0
100,,Joga na Cara,MC Braz & MC Gabluca,5,1426944,,https://www.youtube.com/watch?v=G75DLlt1GuQ
