Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,1,Zona De Perigo,Léo Santana,5,14605636,-46.6%,https://www.youtube.com/watch?v=0cnUcoXllMM
2,3,Lovezinho (Sexy Version) (Remix),Bella DJ,3,14012248,36.3%,https://www.youtube.com/watch?v=
3,2,Leão,Marília Mendonça,12,12815744,-11.8%,https://www.youtube.com/watch?v=tI55Zu9uZEM
4,9,Nosso Quadro,Ana Castela,4,7981004,13.5%,https://www.youtube.com/watch?v=r9GrcxTGNWg
5,4,Coração de Gelo,WIU,13,7823270,-8.2%,https://www.youtube.com/watch?v=p03BWB5SN4M
6,7,Luz do Luar,Mc Tato & Dj ak beats,12,6636490,-16.3%,https://www.youtube.com/watch?v=P5AnIr0_6tw
7,5,Roça Em Mim,"Zé Felipe, Ana Castela & Luan Pereira",15,6265601,-25.8%,https://www.youtube.com/watch?v=5fI3cK7iDeg
8,11,Love Gostosinho (Ao Vivo),NATTAN & Felipe Amorim,8,5794174,-11%,https://www.youtube.com/watch?v=6kiJt7WTTM4
9,13,Felina,WIU & MC Ryan SP,23,5475569,-5.4%,https://www.youtube.com/watch?v=wFBp_PHXrf4
10,8,Pega o Guanabara,Wesley Safadão & Alanzim Coreano,21,5445032,-23.7%,https://www.youtube.com/watch?v=uBc1wkTMywM
11,6,Facilita Aí,Zé Felipe,4,5069320,-36.1%,https://www.youtube.com/watch?v=u8PI0ASpG4U
12,19,A Culpa É Nossa (Ao Vivo),Maiara & Maraisa,11,5061556,-0.6%,https://www.youtube.com/watch?v=sOgYk0iXNls
13,21,MINHA CURA,MC Cabelinho,9,4956151,7.8%,https://www.youtube.com/watch?v=har3c93pJe0
14,10,Parecia Tempestade (feat. MC Danny),SONY NO BEAT & felupe,11,4849997,-26.4%,https://www.youtube.com/watch?v=vsAPYtF50VI
15,17,Coladin (Minha Deusa),Zé Vaqueiro,13,4812084,-12.2%,https://www.youtube.com/watch?v=eihpkV7KSKo
16,14,Palhaça (Ao Vivo),Naiara Azevedo & Ana Castela,7,4748624,-15.9%,https://www.youtube.com/watch?v=29WR7F4TDUI
17,28,Sem Aliança no Dedo,MC Xenon,3,4388569,12.1%,https://www.youtube.com/watch?v=eOTJtXleRcE
18,20,Sereia,"Orochi, MC Ryan SP, Oruam & Xamã",18,4348943,-10.5%,https://www.youtube.com/watch?v=24lfgigKHqQ
19,12,Deixa eu botar meu boneco (Baile do Polly 2.0),Oh Polêmico,8,4267358,-32.4%,https://www.youtube.com/watch?v=_xl7YEj7IBM
20,18,Bombonzinho (Ao Vivo),Israel & Rodolffo & Ana Castela,17,4254429,-19.9%,https://www.youtube.com/watch?v=t050lriI0_w
21,33,Altas Loucurinhas (Uni Duni Tê) (Ao Vivo),Matheus Fernandes,4,4145675,13.7%,https://www.youtube.com/watch?v=JFf_IKPC6RM
22,25,X1,MC Cabelinho & Dallass,49,4123374,-0.5%,https://www.youtube.com/watch?v=zgdQsLH7sDw
23,16,Puta Mexicana,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa & Mc Pelé",9,4087413,-26.4%,https://www.youtube.com/watch?v=Z8HNDfY3ba4
24,26,Erro Gostoso (Ao Vivo),Simone Mendes,5,4017028,-1.6%,https://www.youtube.com/watch?v=mr09lDl_Tfk
25,,085 (Ao Vivo),MC Rogerinho,1,3983984,,https://www.youtube.com/watch?v=LpHfPPqjUOk
26,31,"Bota na Pipokinha (feat. DJ FELYPINHO 013, DJ Pablo RB & Noguera DJ)",MC Pipokinha,8,3881631,2.5%,https://www.youtube.com/watch?v=vSkW7eHyjFk
27,52,Me Atraiu (Ao Vivo),Gabriela Rocha,4,3872126,36.9%,https://www.youtube.com/watch?v=Z6cONvRUFZQ
28,24,Namora Aí,MC Ryan SP & Mc Daniel,12,3716741,-14.6%,https://www.youtube.com/watch?v=4HQect5dM-g
29,36,Poesia Acústica 13,"Chris MC, Salve Malak, Tz da Coronel, MC Cabelinho, Chefin, L7NNON, Luísa Sonza, Oruam, Xamã & N.I.N.A",23,3582271,5.3%,https://www.youtube.com/watch?v=69-jnA4QLSM
30,45,Love Absurdo,"Mari Fernandez, MC Ryan SP & Mc Daniel",3,3560180,17.2%,https://www.youtube.com/watch?v=c-9KKQX4vwA
31,22,Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,19,3421338,-25.1%,https://www.youtube.com/watch?v=vdbhKBGbsVM
32,39,FOGO E GASOLINA,"MC Cabelinho, Cyclope Beatz & Mello",11,3405170,3.6%,https://www.youtube.com/watch?v=Kh9fYUUMK9U
33,27,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,32,3349054,-17.7%,https://www.youtube.com/watch?v=qjxNM9qF3LA
34,23,Lá Ele,Tierry & Manoel Gomes,8,3243857,-27.2%,https://www.youtube.com/watch?v=_KaA8W_Hov8
35,30,Saudade da Minha Vida (Ao Vivo),Gusttavo Lima,5,3187421,-16.7%,https://www.youtube.com/watch?v=Jm5MCIVwjas
36,,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,31,3090843,,https://www.youtube.com/watch?v=MBg5g2g3okU
37,,Horas Iguais,WIU & Oruam,21,3079328,,https://www.youtube.com/watch?v=hr_83ZXhmOI
38,,Noite Fria,"Mc IG, MC Pipokinha & DJ Glenner",1,3051967,,https://www.youtube.com/watch?v=lKNdzn_VL0k
39,46,Meca Cereja (feat. AMUSIK),"Vulgo FK, MC Cebezinho & KayBlack",17,3007704,-0.3%,https://www.youtube.com/watch?v=eI5FkVWz_dI
40,29,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,23,2952207,-24%,https://www.youtube.com/watch?v=af8fdbaB8JY
41,34,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,34,2859522,-18.5%,https://www.youtube.com/watch?v=hOGuaMazCz8
42,32,Farra 100 Limite (Live),Deavele Santos & Wesley Safadão,23,2829699,-25.2%,https://www.youtube.com/watch?v=J3H--06Xw6g
43,55,Oi Balde (Ao Vivo),Zé Neto & Cristiano,2,2817415,17.6%,https://www.youtube.com/watch?v=HK7bSTeQw6U
44,40,"Pipoco (feat. Melody, Dj Chris No Beat & Dj Chris No Beat)",Ana Castela,41,2784836,-15.2%,https://www.youtube.com/watch?v=69JAoslGYI8
45,37,Bandido Não Dança (feat. Love Funk),"Mc Paiva ZS, Gabb MC & DJ ALADIN GDB",6,2780384,-17%,https://www.youtube.com/watch?v=UR7APKgOprI
46,50,Traumatizei (Ao Vivo Em Brasília),Henrique & Juliano,4,2771841,-6.6%,https://www.youtube.com/watch?v=QxZFjShiXhA
47,41,Giro Loko,"DJ BOY, MC Joãozinho VT, MC Ryan SP, MC Tuto, Mc Kadu, Mc Kanhoto & MC Magal",24,2711418,-16.3%,https://www.youtube.com/watch?v=1CIIIv9dfzg
48,38,Evoque Prata (Sped Up),Lali DJ,17,2601672,-22%,https://www.youtube.com/watch?v=B4dmw3CfYtY
49,,Tropa do Mais Novo,"Chefin, Vulgo FK, Mainstreet & Ajaxx",21,2549896,,https://www.youtube.com/watch?v=Ww056PGMT8Y
50,47,Lovezinho,"Treyce, MC Kevinho & Tainá Costa",3,2540920,-15.7%,https://www.youtube.com/watch?v=EnJ-AfEjRo0
51,44,Agudo Mágico 3 (feat. Mc Lipivox),"Dj Tg Beats, Dj Aurélio & mc k.k",12,2485620,-20.4%,https://www.youtube.com/watch?v=I1eZ6SilA74
52,48,Casa da Árvore (Remix),"Mano dembele, Tinho do Coque, thallyson MC, Milly Explosão, MC CH da Z.O & Salah do Nordeste, seja cria, MC PR & Mc pequeno diamante",7,2477428,-17.1%,https://www.youtube.com/watch?v=Cr7N6s7bhl4
53,54,DONA DE MIM,Ana Castela,10,2451453,1.1%,https://www.youtube.com/watch?v=rUW7ev79fTA
54,42,Cheiro da Karolina,Luiz Poderoso Chefão,19,2449505,-23%,https://www.youtube.com/watch?v=9gbWg7EGFEc
55,56,Vida Chique (feat. Kaash Paige),Veigh & Supernova Ent,8,2428486,2.3%,https://www.youtube.com/watch?v=HzVS22rEwzU
56,66,Não Vitalício (Nunca Mais) [Ao Vivo],Matheus & Kauan & Mari Fernandez,4,2418289,20.3%,https://www.youtube.com/watch?v=OO1nHL70qEE
57,15,Bokaloka,"DJ BOY, Mc Kako, MC Joãozinho VT, MC Tuto, MC V7, MC Erik, Mc Pê, MC Vine7 & MC Don Juan",17,2408875,-56.7%,https://www.youtube.com/watch?v=BBUdg9S4Ii4
58,43,"Olha, Se você não me ama",Manoel Gomes & Tierry,3,2245870,-28.3%,https://www.youtube.com/watch?v=FbDplUUW8SQ
59,61,Eu Minto (Ao Vivo),US Agroboy & Ana Castela,5,2238590,2.7%,https://www.youtube.com/watch?v=E7d9hda5Cws
60,63,Não Me Esqueço,Mc Tato & Dj Chaves,6,2236333,3.3%,https://www.youtube.com/watch?v=qYJmwH26jvA
61,60,SOLTEIROU (Ao Vivo),Luan Santana,5,2129055,-4.6%,https://www.youtube.com/watch?v=GnoTgMEckDs
62,62,Perdoa Por Tudo Vida,"Veigh, Toledo, Supernova Ent & Bvga Beatz",7,2095696,-3.3%,https://www.youtube.com/watch?v=za1IIm-yLbg
63,59,Flowers,Miley Cyrus,7,2019110,-10.1%,https://www.youtube.com/watch?v=G7KNmW9a75Y
64,,Bondade de Deus (Ao Vivo),Isaías Saad,21,1999270,,https://www.youtube.com/watch?v=mZ9yZYo9Mmk
65,,Controllah (feat. MC Bin Laden),Gorillaz,1,1931746,,https://www.youtube.com/watch?v=ZvRlusdjMSs
66,74,Alô Inveja (Ao Vivo Em Brasília),Henrique & Juliano,4,1928788,1%,https://www.youtube.com/watch?v=DB6-B_vtwuQ
67,79,Calm Down,Rema & Selena Gomez,13,1913708,4.5%,https://www.youtube.com/watch?v=WcIcVapfqXw
68,64,Cabine Bruta,Luan Pereira & Guilherme & Benuto,4,1909901,-10.3%,https://www.youtube.com/watch?v=dOzuPD67Qh0
69,65,Pactos (Ao Vivo),Matheus & Kauan & Jorge & Mateus,19,1903468,-5.6%,https://www.youtube.com/watch?v=jPwCxjJqHGw
70,67,5 Regras,Jorge & Mateus,10,1901901,-5.3%,https://www.youtube.com/watch?v=VFWKrXxJEdM
